PG,SG,SF,PF,C,G,F,UTIL,,Instructions
,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,PG,Rajon Rondo (7887048),Rajon Rondo,7887048,6700,Chi@Dal 08:30PM ET,Chi,
,,,,,,,,,SF,Andrew Wiggins (7887165),Andrew Wiggins,7887165,6600,Min@Cha 07:00PM ET,Min,
,,,,,,,,,SG/SF,Devin Booker (7887081),Devin Booker,7887081,6500,Pho@GS 10:30PM ET,Pho,
,,,,,,,,,PF,Julius Randle (7887230),Julius Randle,7887230,6500,LAL@Mem 08:00PM ET,LAL,
,,,,,,,,,C,Al Horford (7887278),Al Horford,7887278,6500,Bos@Phi 07:30PM ET,Bos,
,,,,,,,,,SG,Klay Thompson (7887101),Klay Thompson,7887101,6400,Pho@GS 10:30PM ET,GS,
,,,,,,,,,SF/PF,Harrison Barnes (7887135),Harrison Barnes,7887135,6400,Chi@Dal 08:30PM ET,Dal,
,,,,,,,,,SG/SF,Nicolas Batum (7887084),Nicolas Batum,7887084,6300,Min@Cha 07:00PM ET,Cha,
,,,,,,,,,PG,D'Angelo Russell (7887043),D'Angelo Russell,7887043,6300,LAL@Mem 08:00PM ET,LAL,
,,,,,,,,,SG,Dwyane Wade (7887110),Dwyane Wade,7887110,6300,Chi@Dal 08:30PM ET,Chi,
,,,,,,,,,C,Rudy Gobert (7887276),Rudy Gobert,7887276,6300,Den@Uta 09:00PM ET,Uta,
,,,,,,,,,SG,Avery Bradley (7887123),Avery Bradley,7887123,6200,Bos@Phi 07:30PM ET,Bos,
,,,,,,,,,SF,Wilson Chandler (7887174),Wilson Chandler,7887174,6100,Den@Uta 09:00PM ET,Den,
,,,,,,,,,SG,Zach LaVine (7887104),Zach LaVine,7887104,6000,Min@Cha 07:00PM ET,Min,
,,,,,,,,,PG,Dennis Schroder (7887067),Dennis Schroder,7887067,6000,Atl@Tor 07:30PM ET,Atl,
,,,,,,,,,C,Mason Plumlee (7887292),Mason Plumlee,7887292,6000,Mia@Por 10:00PM ET,Por,
,,,,,,,,,PG/SG,Jordan Clarkson (7887022),Jordan Clarkson,7887022,5900,LAL@Mem 08:00PM ET,LAL,
,,,,,,,,,SF,Jae Crowder (7887180),Jae Crowder,7887180,5900,Bos@Phi 07:30PM ET,Bos,
,,,,,,,,,PF,Derrick Favors (7887235),Derrick Favors,7887235,5800,Den@Uta 09:00PM ET,Uta,
,,,,,,,,,PF/C,Gorgui Dieng (7887202),Gorgui Dieng,7887202,5700,Min@Cha 07:00PM ET,Min,
,,,,,,,,,SG,Lou Williams (7887108),Lou Williams,7887108,5700,LAL@Mem 08:00PM ET,LAL,
,,,,,,,,,SG,Dion Waiters (7887131),Dion Waiters,7887131,5600,Mia@Por 10:00PM ET,Mia,
,,,,,,,,,SF,T.J. Warren (7887161),T.J. Warren,7887161,5500,Pho@GS 10:30PM ET,Pho,
,,,,,,,,,PF/C,Taj Gibson (7887204),Taj Gibson,7887204,5500,Chi@Dal 08:30PM ET,Chi,
,,,,,,,,,C,Jonas Valanciunas (7887286),Jonas Valanciunas,7887286,5500,Atl@Tor 07:30PM ET,Tor,
,,,,,,,,,C,Robin Lopez (7887271),Robin Lopez,7887271,5400,Chi@Dal 08:30PM ET,Chi,
,,,,,,,,,SF,Maurice Harkless (7887190),Maurice Harkless,7887190,5400,Mia@Por 10:00PM ET,Por,
,,,,,,,,,PG,Emmanuel Mudiay (7887055),Emmanuel Mudiay,7887055,5300,Den@Uta 09:00PM ET,Den,
,,,,,,,,,SG/SF,Kent Bazemore (7887094),Kent Bazemore,7887094,5300,Atl@Tor 07:30PM ET,Atl,
,,,,,,,,,PG,Andrew Harrison (7887042),Andrew Harrison,7887042,5200,LAL@Mem 08:00PM ET,Mem,
,,,,,,,,,SG,Rodney Hood (7887119),Rodney Hood,7887119,5200,Den@Uta 09:00PM ET,Uta,
,,,,,,,,,SF,Danilo Gallinari (7887176),Danilo Gallinari,7887176,5200,Den@Uta 09:00PM ET,Den,
,,,,,,,,,PF,Kenneth Faried (7887234),Kenneth Faried,7887234,5200,Den@Uta 09:00PM ET,Den,
,,,,,,,,,PF/C,Jahlil Okafor (7887211),Jahlil Okafor,7887211,5200,Bos@Phi 07:30PM ET,Phi,
,,,,,,,,,PF,JaMychal Green (7887227),JaMychal Green,7887227,5100,LAL@Mem 08:00PM ET,Mem,
,,,,,,,,,PG,Tyler Johnson (7887072),Tyler Johnson,7887072,5100,Mia@Por 10:00PM ET,Mia,
,,,,,,,,,PF/C,Zach Randolph (7887203),Zach Randolph,7887203,5000,LAL@Mem 08:00PM ET,Mem,
,,,,,,,,,PG,J.J. Barea (7887047),J.J. Barea,7887047,5000,Chi@Dal 08:30PM ET,Dal,
,,,,,,,,,SG,Wesley Matthews (7887111),Wesley Matthews,7887111,5000,Chi@Dal 08:30PM ET,Dal,
,,,,,,,,,PF,Dirk Nowitzki (7887231),Dirk Nowitzki,7887231,5000,Chi@Dal 08:30PM ET,Dal,
,,,,,,,,,SG/SF,Marcus Smart (7887093),Marcus Smart,7887093,5000,Bos@Phi 07:30PM ET,Bos,
,,,,,,,,,C,Nerlens Noel (7887280),Nerlens Noel,7887280,5000,Bos@Phi 07:30PM ET,Phi,
,,,,,,,,,PF/C,Nikola Jokic (7887207),Nikola Jokic,7887207,4900,Den@Uta 09:00PM ET,Den,
,,,,,,,,,PG,Sergio Rodriguez (7887057),Sergio Rodriguez,7887057,4900,Bos@Phi 07:30PM ET,Phi,
,,,,,,,,,SF,Justise Winslow (7887191),Justise Winslow,7887191,4900,Mia@Por 10:00PM ET,Mia,
,,,,,,,,,PF,James Johnson (7887248),James Johnson,7887248,4900,Mia@Por 10:00PM ET,Mia,
,,,,,,,,,PG,Ricky Rubio (7887035),Ricky Rubio,7887035,4800,Min@Cha 07:00PM ET,Min,
,,,,,,,,,SF,Robert Covington (7887179),Robert Covington,7887179,4800,Bos@Phi 07:30PM ET,Phi,
,,,,,,,,,SG/SF,Josh Richardson (7887099),Josh Richardson,7887099,4800,Mia@Por 10:00PM ET,Mia,
,,,,,,,,,PG/SG,Brandon Knight (7887021),Brandon Knight,7887021,4700,Pho@GS 10:30PM ET,Pho,
,,,,,,,,,SG,Seth Curry (7887113),Seth Curry,7887113,4700,Chi@Dal 08:30PM ET,Dal,
,,,,,,,,,PG,Jameer Nelson (7887051),Jameer Nelson,7887051,4700,Den@Uta 09:00PM ET,Den,
,,,,,,,,,PF,Ersan Ilyasova (7887237),Ersan Ilyasova,7887237,4700,Bos@Phi 07:30PM ET,Phi,
,,,,,,,,,C,Tyson Chandler (7887253),Tyson Chandler,7887253,4600,Pho@GS 10:30PM ET,Pho,
,,,,,,,,,SF/PF,Larry Nance Jr. (7887134),Larry Nance Jr.,7887134,4600,LAL@Mem 08:00PM ET,LAL,
,,,,,,,,,PG,Deron Williams (7887046),Deron Williams,7887046,4600,Chi@Dal 08:30PM ET,Dal,
,,,,,,,,,SF,P.J. Tucker (7887160),P.J. Tucker,7887160,4500,Pho@GS 10:30PM ET,Pho,
,,,,,,,,,SF,Michael Kidd-Gilchrist (7887163),Michael Kidd-Gilchrist,7887163,4500,Min@Cha 07:00PM ET,Cha,
,,,,,,,,,SG/SF,Joe Johnson (7887090),Joe Johnson,7887090,4500,Den@Uta 09:00PM ET,Uta,
,,,,,,,,,C,Alex Len (7887258),Alex Len,7887258,4400,Pho@GS 10:30PM ET,Pho,
,,,,,,,,,SF/PF,DeMarre Carroll (7887138),DeMarre Carroll,7887138,4400,Atl@Tor 07:30PM ET,Tor,
,,,,,,,,,PF,Al-Farouq Aminu (7887249),Al-Farouq Aminu,7887249,4400,Mia@Por 10:00PM ET,Por,
,,,,,,,,,PF,Frank Kaminsky (7887224),Frank Kaminsky,7887224,4300,Min@Cha 07:00PM ET,Cha,
,,,,,,,,,SG,Tony Allen (7887106),Tony Allen,7887106,4300,LAL@Mem 08:00PM ET,Mem,
,,,,,,,,,SG,Nick Young (7887107),Nick Young,7887107,4300,LAL@Mem 08:00PM ET,LAL,
,,,,,,,,,SF,Brandon Ingram (7887169),Brandon Ingram,7887169,4300,LAL@Mem 08:00PM ET,LAL,
,,,,,,,,,SF/PF,Nikola Mirotic (7887136),Nikola Mirotic,7887136,4300,Chi@Dal 08:30PM ET,Chi,
,,,,,,,,,SG/SF,Will Barton (7887091),Will Barton,7887091,4300,Den@Uta 09:00PM ET,Den,
,,,,,,,,,PF/C,Trey Lyles (7887208),Trey Lyles,7887208,4300,Den@Uta 09:00PM ET,Uta,
,,,,,,,,,SG/SF,Evan Turner (7887097),Evan Turner,7887097,4300,Mia@Por 10:00PM ET,Por,
,,,,,,,,,C,Cody Zeller (7887263),Cody Zeller,7887263,4200,Min@Cha 07:00PM ET,Cha,
,,,,,,,,,PG/SG,Jamal Murray (7887024),Jamal Murray,7887024,4200,Den@Uta 09:00PM ET,Den,
,,,,,,,,,PF,Patrick Patterson (7887244),Patrick Patterson,7887244,4200,Atl@Tor 07:30PM ET,Tor,
,,,,,,,,,C,Mike Muscala (7887284),Mike Muscala,7887284,4200,Atl@Tor 07:30PM ET,Atl,
,,,,,,,,,SF,Troy Williams (7887168),Troy Williams,7887168,4100,LAL@Mem 08:00PM ET,Mem,
,,,,,,,,,C,Jusuf Nurkic (7887277),Jusuf Nurkic,7887277,4100,Den@Uta 09:00PM ET,Den,
,,,,,,,,,PF/C,Kelly Olynyk (7887210),Kelly Olynyk,7887210,4100,Bos@Phi 07:30PM ET,Bos,
,,,,,,,,,SF,Thabo Sefolosha (7887183),Thabo Sefolosha,7887183,4100,Atl@Tor 07:30PM ET,Atl,
,,,,,,,,,SG/SF,Jeremy Lamb (7887085),Jeremy Lamb,7887085,4000,Min@Cha 07:00PM ET,Cha,
,,,,,,,,,PF,Marvin Williams (7887220),Marvin Williams,7887220,4000,Min@Cha 07:00PM ET,Cha,
,,,,,,,,,C,Andrew Bogut (7887270),Andrew Bogut,7887270,4000,Chi@Dal 08:30PM ET,Dal,
,,,,,,,,,SG,Gary Harris (7887120),Gary Harris,7887120,4000,Den@Uta 09:00PM ET,Den,
,,,,,,,,,PG,Jerryd Bayless (7887058),Jerryd Bayless,7887058,4000,Bos@Phi 07:30PM ET,Phi,
,,,,,,,,,SF/PF,Dario Saric (7887137),Dario Saric,7887137,4000,Bos@Phi 07:30PM ET,Phi,
,,,,,,,,,SG,Wayne Ellington (7887129),Wayne Ellington,7887129,4000,Mia@Por 10:00PM ET,Mia,
,,,,,,,,,C,Cole Aldrich (7887261),Cole Aldrich,7887261,3900,Min@Cha 07:00PM ET,Min,
,,,,,,,,,PF,Richaun Holmes (7887240),Richaun Holmes,7887240,3900,Bos@Phi 07:30PM ET,Phi,
,,,,,,,,,C,Lucas Nogueira (7887287),Lucas Nogueira,7887287,3900,Atl@Tor 07:30PM ET,Tor,
,,,,,,,,,SF/PF,Luol Deng (7887133),Luol Deng,7887133,3800,LAL@Mem 08:00PM ET,LAL,
,,,,,,,,,SF,Chandler Parsons (7887167),Chandler Parsons,7887167,3800,LAL@Mem 08:00PM ET,Mem,
,,,,,,,,,SG,Vince Carter (7887105),Vince Carter,7887105,3700,LAL@Mem 08:00PM ET,Mem,
,,,,,,,,,SG/SF,Justin Anderson (7887089),Justin Anderson,7887089,3700,Chi@Dal 08:30PM ET,Dal,
,,,,,,,,,PF/C,Dwight Powell (7887205),Dwight Powell,7887205,3700,Chi@Dal 08:30PM ET,Dal,
,,,,,,,,,SG,Nik Stauskas (7887124),Nik Stauskas,7887124,3700,Bos@Phi 07:30PM ET,Phi,
,,,,,,,,,SG,Rodney McGruder (7887130),Rodney McGruder,7887130,3700,Mia@Por 10:00PM ET,Mia,
,,,,,,,,,SF,Andre Iguodala (7887159),Andre Iguodala,7887159,3600,Pho@GS 10:30PM ET,GS,
,,,,,,,,,PF,Jared Dudley (7887215),Jared Dudley,7887215,3600,Pho@GS 10:30PM ET,Pho,
,,,,,,,,,SG/SF,James Ennis (7887087),James Ennis,7887087,3600,LAL@Mem 08:00PM ET,Mem,
,,,,,,,,,PG,Jerian Grant (7887049),Jerian Grant,7887049,3600,Chi@Dal 08:30PM ET,Chi,
,,,,,,,,,C,Salah Mejri (7887272),Salah Mejri,7887272,3600,Chi@Dal 08:30PM ET,Dal,
,,,,,,,,,PG,Shelvin Mack (7887052),Shelvin Mack,7887052,3600,Den@Uta 09:00PM ET,Uta,
,,,,,,,,,SG/SF,Terrence Ross (7887095),Terrence Ross,7887095,3600,Atl@Tor 07:30PM ET,Tor,
,,,,,,,,,SG,Kyle Korver (7887127),Kyle Korver,7887127,3600,Atl@Tor 07:30PM ET,Atl,
,,,,,,,,,C,Ed Davis (7887290),Ed Davis,7887290,3600,Mia@Por 10:00PM ET,Por,
,,,,,,,,,C,Willie Reed (7887291),Willie Reed,7887291,3600,Mia@Por 10:00PM ET,Mia,
,,,,,,,,,SG,Marco Belinelli (7887103),Marco Belinelli,7887103,3500,Min@Cha 07:00PM ET,Cha,
,,,,,,,,,SG,Jonathan Gibson (7887112),Jonathan Gibson,7887112,3500,Chi@Dal 08:30PM ET,Dal,
,,,,,,,,,SG,Gerald Henderson (7887122),Gerald Henderson,7887122,3500,Bos@Phi 07:30PM ET,Phi,
,,,,,,,,,PG/SG,Tim Hardaway Jr. (7887025),Tim Hardaway Jr.,7887025,3500,Atl@Tor 07:30PM ET,Atl,
,,,,,,,,,PG,Cory Joseph (7887065),Cory Joseph,7887065,3500,Atl@Tor 07:30PM ET,Tor,
,,,,,,,,,SG/SF,Allen Crabbe (7887098),Allen Crabbe,7887098,3500,Mia@Por 10:00PM ET,Por,
,,,,,,,,,PG,Ramon Sessions (7887033),Ramon Sessions,7887033,3400,Min@Cha 07:00PM ET,Cha,
,,,,,,,,,PF/C,Spencer Hawes (7887201),Spencer Hawes,7887201,3400,Min@Cha 07:00PM ET,Cha,
,,,,,,,,,PG,Jose Calderon (7887039),Jose Calderon,7887039,3400,LAL@Mem 08:00PM ET,LAL,
,,,,,,,,,SG,Troy Daniels (7887109),Troy Daniels,7887109,3400,LAL@Mem 08:00PM ET,Mem,
,,,,,,,,,PF,Jarell Martin (7887229),Jarell Martin,7887229,3400,LAL@Mem 08:00PM ET,Mem,
,,,,,,,,,PF,Amir Johnson (7887238),Amir Johnson,7887238,3400,Bos@Phi 07:30PM ET,Bos,
,,,,,,,,,C,Zaza Pachulia (7887254),Zaza Pachulia,7887254,3300,Pho@GS 10:30PM ET,GS,
,,,,,,,,,PG,Wade Baldwin IV (7887044),Wade Baldwin IV,7887044,3300,LAL@Mem 08:00PM ET,Mem,
,,,,,,,,,SF,Doug McDermott (7887170),Doug McDermott,7887170,3300,Chi@Dal 08:30PM ET,Chi,
,,,,,,,,,PG,Shaun Livingston (7887027),Shaun Livingston,7887027,3200,Pho@GS 10:30PM ET,GS,
,,,,,,,,,C,Timofey Mozgov (7887267),Timofey Mozgov,7887267,3200,LAL@Mem 08:00PM ET,LAL,
,,,,,,,,,SG/SF,Norman Powell (7887096),Norman Powell,7887096,3200,Atl@Tor 07:30PM ET,Tor,
,,,,,,,,,PF,Meyers Leonard (7887250),Meyers Leonard,7887250,3200,Mia@Por 10:00PM ET,Por,
,,,,,,,,,PG,Dante Exum (7887054),Dante Exum,7887054,3100,Den@Uta 09:00PM ET,Uta,
,,,,,,,,,SF,Joe Ingles (7887178),Joe Ingles,7887178,3100,Den@Uta 09:00PM ET,Uta,
,,,,,,,,,PG/SG,Ian Clark (7887020),Ian Clark,7887020,3000,Pho@GS 10:30PM ET,GS,
,,,,,,,,,PG,Tyler Ulis (7887030),Tyler Ulis,7887030,3000,Pho@GS 10:30PM ET,Pho,
,,,,,,,,,SG/SF,Patrick McCaw (7887082),Patrick McCaw,7887082,3000,Pho@GS 10:30PM ET,GS,
,,,,,,,,,SG,Leandro Barbosa (7887100),Leandro Barbosa,7887100,3000,Pho@GS 10:30PM ET,Pho,
,,,,,,,,,SG,John Jenkins (7887102),John Jenkins,7887102,3000,Pho@GS 10:30PM ET,Pho,
,,,,,,,,,SF,Derrick Jones Jr. (7887162),Derrick Jones Jr.,7887162,3000,Pho@GS 10:30PM ET,Pho,
,,,,,,,,,PF,David West (7887214),David West,7887214,3000,Pho@GS 10:30PM ET,GS,
,,,,,,,,,PF,James Michael McAdoo (7887216),James Michael McAdoo,7887216,3000,Pho@GS 10:30PM ET,GS,
,,,,,,,,,PF,Kevon Looney (7887217),Kevon Looney,7887217,3000,Pho@GS 10:30PM ET,GS,
,,,,,,,,,PF,Marquese Chriss (7887218),Marquese Chriss,7887218,3000,Pho@GS 10:30PM ET,Pho,
,,,,,,,,,PF,Dragan Bender (7887219),Dragan Bender,7887219,3000,Pho@GS 10:30PM ET,Pho,
,,,,,,,,,C,Anderson Varejao (7887255),Anderson Varejao,7887255,3000,Pho@GS 10:30PM ET,GS,
,,,,,,,,,C,JaVale McGee (7887256),JaVale McGee,7887256,3000,Pho@GS 10:30PM ET,GS,
,,,,,,,,,C,Alan Williams (7887257),Alan Williams,7887257,3000,Pho@GS 10:30PM ET,Pho,
,,,,,,,,,C,Damian Jones (7887259),Damian Jones,7887259,3000,Pho@GS 10:30PM ET,GS,
,,,,,,,,,PG,John Lucas III (7887031),John Lucas III,7887031,3000,Min@Cha 07:00PM ET,Min,
,,,,,,,,,PG,Brian Roberts (7887032),Brian Roberts,7887032,3000,Min@Cha 07:00PM ET,Cha,
,,,,,,,,,PG,Kris Dunn (7887036),Kris Dunn,7887036,3000,Min@Cha 07:00PM ET,Min,
,,,,,,,,,PG,Aaron Harrison (7887037),Aaron Harrison,7887037,3000,Min@Cha 07:00PM ET,Cha,
,,,,,,,,,PG,Tyus Jones (7887038),Tyus Jones,7887038,3000,Min@Cha 07:00PM ET,Min,
,,,,,,,,,SG/SF,Brandon Rush (7887083),Brandon Rush,7887083,3000,Min@Cha 07:00PM ET,Min,
,,,,,,,,,SG/SF,Shabazz Muhammad (7887086),Shabazz Muhammad,7887086,3000,Min@Cha 07:00PM ET,Min,
,,,,,,,,,SF,Treveon Graham (7887164),Treveon Graham,7887164,3000,Min@Cha 07:00PM ET,Cha,
,,,,,,,,,PF,Jordan Hill (7887221),Jordan Hill,7887221,3000,Min@Cha 07:00PM ET,Min,
,,,,,,,,,PF,Nemanja Bjelica (7887222),Nemanja Bjelica,7887222,3000,Min@Cha 07:00PM ET,Min,
,,,,,,,,,PF,Adreian Payne (7887223),Adreian Payne,7887223,3000,Min@Cha 07:00PM ET,Min,
,,,,,,,,,PF,Christian Wood (7887225),Christian Wood,7887225,3000,Min@Cha 07:00PM ET,Cha,
,,,,,,,,,C,Roy Hibbert (7887260),Roy Hibbert,7887260,3000,Min@Cha 07:00PM ET,Cha,
,,,,,,,,,C,Nikola Pekovic (7887262),Nikola Pekovic,7887262,3000,Min@Cha 07:00PM ET,Min,
,,,,,,,,,PG,Marcelo Huertas (7887041),Marcelo Huertas,7887041,3000,LAL@Mem 08:00PM ET,LAL,
,,,,,,,,,SF,Metta World Peace (7887166),Metta World Peace,7887166,3000,LAL@Mem 08:00PM ET,LAL,
,,,,,,,,,PF,Brandan Wright (7887226),Brandan Wright,7887226,3000,LAL@Mem 08:00PM ET,Mem,
,,,,,,,,,PF,Thomas Robinson (7887228),Thomas Robinson,7887228,3000,LAL@Mem 08:00PM ET,LAL,
,,,,,,,,,C,Tarik Black (7887266),Tarik Black,7887266,3000,LAL@Mem 08:00PM ET,LAL,
,,,,,,,,,C,Deyonta Davis (7887268),Deyonta Davis,7887268,3000,LAL@Mem 08:00PM ET,Mem,
,,,,,,,,,C,Ivica Zubac (7887269),Ivica Zubac,7887269,3000,LAL@Mem 08:00PM ET,LAL,
,,,,,,,,,PG,Devin Harris (7887045),Devin Harris,7887045,3000,Chi@Dal 08:30PM ET,Dal,
,,,,,,,,,PG,Michael Carter-Williams (7887050),Michael Carter-Williams,7887050,3000,Chi@Dal 08:30PM ET,Chi,
,,,,,,,,,SG,Isaiah Canaan (7887114),Isaiah Canaan,7887114,3000,Chi@Dal 08:30PM ET,Chi,
,,,,,,,,,SG,R.J. Hunter (7887115),R.J. Hunter,7887115,3000,Chi@Dal 08:30PM ET,Chi,
,,,,,,,,,SG,Nicolas Brussino (7887116),Nicolas Brussino,7887116,3000,Chi@Dal 08:30PM ET,Dal,
,,,,,,,,,SF,Dorian Finney-Smith (7887171),Dorian Finney-Smith,7887171,3000,Chi@Dal 08:30PM ET,Dal,
,,,,,,,,,SF,Denzel Valentine (7887172),Denzel Valentine,7887172,3000,Chi@Dal 08:30PM ET,Chi,
,,,,,,,,,SF,Paul Zipser (7887173),Paul Zipser,7887173,3000,Chi@Dal 08:30PM ET,Chi,
,,,,,,,,,PF,Bobby Portis (7887232),Bobby Portis,7887232,3000,Chi@Dal 08:30PM ET,Chi,
,,,,,,,,,C,A.J. Hammons (7887273),A.J. Hammons,7887273,3000,Chi@Dal 08:30PM ET,Dal,
,,,,,,,,,C,Cristiano Felicio (7887274),Cristiano Felicio,7887274,3000,Chi@Dal 08:30PM ET,Chi,
,,,,,,,,,PG,Raul Neto (7887053),Raul Neto,7887053,3000,Den@Uta 09:00PM ET,Uta,
,,,,,,,,,PG,Malik Beasley (7887056),Malik Beasley,7887056,3000,Den@Uta 09:00PM ET,Den,
,,,,,,,,,SG,Mike Miller (7887117),Mike Miller,7887117,3000,Den@Uta 09:00PM ET,Den,
,,,,,,,,,SG,Alec Burks (7887118),Alec Burks,7887118,3000,Den@Uta 09:00PM ET,Uta,
,,,,,,,,,SF,Alonzo Gee (7887175),Alonzo Gee,7887175,3000,Den@Uta 09:00PM ET,Den,
,,,,,,,,,PF/C,Boris Diaw (7887206),Boris Diaw,7887206,3000,Den@Uta 09:00PM ET,Uta,
,,,,,,,,,PF/C,Juancho Hernangomez (7887209),Juancho Hernangomez,7887209,3000,Den@Uta 09:00PM ET,Den,
,,,,,,,,,PF,Darrell Arthur (7887233),Darrell Arthur,7887233,3000,Den@Uta 09:00PM ET,Den,
,,,,,,,,,PF,Joel Bolomboy (7887236),Joel Bolomboy,7887236,3000,Den@Uta 09:00PM ET,Uta,
,,,,,,,,,C,Jeff Withey (7887275),Jeff Withey,7887275,3000,Den@Uta 09:00PM ET,Uta,
,,,,,,,,,PG,T.J. McConnell (7887060),T.J. McConnell,7887060,3000,Bos@Phi 07:30PM ET,Phi,
,,,,,,,,,PG,Demetrius Jackson (7887061),Demetrius Jackson,7887061,3000,Bos@Phi 07:30PM ET,Bos,
,,,,,,,,,PG,Terry Rozier (7887062),Terry Rozier,7887062,3000,Bos@Phi 07:30PM ET,Bos,
,,,,,,,,,SG/SF,Hollis Thompson (7887092),Hollis Thompson,7887092,3000,Bos@Phi 07:30PM ET,Phi,
,,,,,,,,,SG,Gerald Green (7887121),Gerald Green,7887121,3000,Bos@Phi 07:30PM ET,Bos,
,,,,,,,,,SG,James Young (7887125),James Young,7887125,3000,Bos@Phi 07:30PM ET,Bos,
,,,,,,,,,SG,Timothe Luwawu-Cabarrot (7887126),Timothe Luwawu-Cabarrot,7887126,3000,Bos@Phi 07:30PM ET,Phi,
,,,,,,,,,SF,Jaylen Brown (7887181),Jaylen Brown,7887181,3000,Bos@Phi 07:30PM ET,Bos,
,,,,,,,,,SF,Ben Simmons (7887182),Ben Simmons,7887182,3000,Bos@Phi 07:30PM ET,Phi,
,,,,,,,,,PF,Jonas Jerebko (7887239),Jonas Jerebko,7887239,3000,Bos@Phi 07:30PM ET,Bos,
,,,,,,,,,PF,Jordan Mickey (7887241),Jordan Mickey,7887241,3000,Bos@Phi 07:30PM ET,Bos,
,,,,,,,,,C,Tyler Zeller (7887279),Tyler Zeller,7887279,3000,Bos@Phi 07:30PM ET,Bos,
,,,,,,,,,PG,Malcolm Delaney (7887064),Malcolm Delaney,7887064,3000,Atl@Tor 07:30PM ET,Atl,
,,,,,,,,,PG,Fred VanVleet (7887066),Fred VanVleet,7887066,3000,Atl@Tor 07:30PM ET,Tor,
,,,,,,,,,PG,Delon Wright (7887068),Delon Wright,7887068,3000,Atl@Tor 07:30PM ET,Tor,
,,,,,,,,,SF,Ryan Kelly (7887184),Ryan Kelly,7887184,3000,Atl@Tor 07:30PM ET,Atl,
,,,,,,,,,SF,Taurean Prince (7887185),Taurean Prince,7887185,3000,Atl@Tor 07:30PM ET,Atl,
,,,,,,,,,SF,DeAndre' Bembry (7887186),DeAndre' Bembry,7887186,3000,Atl@Tor 07:30PM ET,Atl,
