PG,SG,SF,PF,C,G,F,UTIL,,Instructions
,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,C,Robin Lopez (7898904),Robin Lopez,7898904,4900,Chi@Det 07:30PM ET,Chi,
,,,,,,,,,SF/PF,Dario Saric (7898819),Dario Saric,7898819,4900,Phi@Mem 08:00PM ET,Phi,
,,,,,,,,,SF,Justise Winslow (7898851),Justise Winslow,7898851,4900,NY@Mia 07:30PM ET,Mia,
,,,,,,,,,SG/SF,Josh Richardson (7898777),Josh Richardson,7898777,4800,NY@Mia 07:30PM ET,Mia,
,,,,,,,,,PF,James Johnson (7898895),James Johnson,7898895,4800,NY@Mia 07:30PM ET,Mia,
,,,,,,,,,PG,Ricky Rubio (7898738),Ricky Rubio,7898738,4700,SA@Min 08:00PM ET,Min,
,,,,,,,,,C,Bismack Biyombo (7898916),Bismack Biyombo,7898916,4700,Orl@Was 07:00PM ET,Orl,
,,,,,,,,,SG,Troy Daniels (7898799),Troy Daniels,7898799,4700,Phi@Mem 08:00PM ET,Mem,
,,,,,,,,,SF,Robert Covington (7898845),Robert Covington,7898845,4700,Phi@Mem 08:00PM ET,Phi,
,,,,,,,,,PF,Ersan Ilyasova (7898888),Ersan Ilyasova,7898888,4600,Phi@Mem 08:00PM ET,Phi,
,,,,,,,,,PG/SG,Brandon Knight (7898728),Brandon Knight,7898728,4600,Pho@Uta 09:00PM ET,Pho,
,,,,,,,,,PF,Jon Leuer (7898878),Jon Leuer,7898878,4500,Chi@Det 07:30PM ET,Det,
,,,,,,,,,SG/SF,Justin Holiday (7898776),Justin Holiday,7898776,4500,NY@Mia 07:30PM ET,NY,
,,,,,,,,,PG,Elfrid Payton (7898747),Elfrid Payton,7898747,4400,Orl@Was 07:00PM ET,Orl,
,,,,,,,,,SF,Troy Williams (7898846),Troy Williams,7898846,4400,Phi@Mem 08:00PM ET,Mem,
,,,,,,,,,C,Tyson Chandler (7898927),Tyson Chandler,7898927,4300,Pho@Uta 09:00PM ET,Pho,
,,,,,,,,,SF/PF,Nikola Mirotic (7898813),Nikola Mirotic,7898813,4200,Chi@Det 07:30PM ET,Chi,
,,,,,,,,,PG,Patty Mills (7898737),Patty Mills,7898737,4200,SA@Min 08:00PM ET,SA,
,,,,,,,,,SF/PF,Aaron Gordon (7898818),Aaron Gordon,7898818,4200,Orl@Was 07:00PM ET,Orl,
,,,,,,,,,SG,Wayne Ellington (7898804),Wayne Ellington,7898804,4200,NY@Mia 07:30PM ET,Mia,
,,,,,,,,,SF,P.J. Tucker (7898852),P.J. Tucker,7898852,4200,Pho@Uta 09:00PM ET,Pho,
,,,,,,,,,PF/C,Trey Lyles (7898877),Trey Lyles,7898877,4100,Pho@Uta 09:00PM ET,Uta,
,,,,,,,,,PG,Tony Parker (7898735),Tony Parker,7898735,4000,SA@Min 08:00PM ET,SA,
,,,,,,,,,PG,Jerryd Bayless (7898751),Jerryd Bayless,7898751,4000,Phi@Mem 08:00PM ET,Phi,
,,,,,,,,,PG,Brandon Jennings (7898757),Brandon Jennings,7898757,4000,NY@Mia 07:30PM ET,NY,
,,,,,,,,,C,Cole Aldrich (7898909),Cole Aldrich,7898909,3900,SA@Min 08:00PM ET,Min,
,,,,,,,,,SG,Tony Allen (7898797),Tony Allen,7898797,3900,Phi@Mem 08:00PM ET,Mem,
,,,,,,,,,SG,Nik Stauskas (7898800),Nik Stauskas,7898800,3900,Phi@Mem 08:00PM ET,Phi,
,,,,,,,,,PF/C,Kyle O'Quinn (7898875),Kyle O'Quinn,7898875,3900,NY@Mia 07:30PM ET,NY,
,,,,,,,,,SG/SF,Joe Johnson (7898778),Joe Johnson,7898778,3900,Pho@Uta 09:00PM ET,Uta,
,,,,,,,,,C,Alex Len (7898930),Alex Len,7898930,3900,Pho@Uta 09:00PM ET,Pho,
,,,,,,,,,C,Aron Baynes (7898903),Aron Baynes,7898903,3800,Chi@Det 07:30PM ET,Det,
,,,,,,,,,PG,D.J. Augustin (7898744),D.J. Augustin,7898744,3800,Orl@Was 07:00PM ET,Orl,
,,,,,,,,,SF,Chandler Parsons (7898844),Chandler Parsons,7898844,3800,Phi@Mem 08:00PM ET,Mem,
,,,,,,,,,PG,Shelvin Mack (7898759),Shelvin Mack,7898759,3800,Pho@Uta 09:00PM ET,Uta,
,,,,,,,,,SG,Danny Green (7898786),Danny Green,7898786,3700,SA@Min 08:00PM ET,SA,
,,,,,,,,,SF/PF,Jeff Green (7898815),Jeff Green,7898815,3700,Orl@Was 07:00PM ET,Orl,
,,,,,,,,,SG,Vince Carter (7898796),Vince Carter,7898796,3700,Phi@Mem 08:00PM ET,Mem,
,,,,,,,,,C,Joakim Noah (7898922),Joakim Noah,7898922,3700,NY@Mia 07:30PM ET,NY,
,,,,,,,,,PG,Jerian Grant (7898733),Jerian Grant,7898733,3600,Chi@Det 07:30PM ET,Chi,
,,,,,,,,,SG,Manu Ginobili (7898785),Manu Ginobili,7898785,3600,SA@Min 08:00PM ET,SA,
,,,,,,,,,SG/SF,James Ennis (7898775),James Ennis,7898775,3600,Phi@Mem 08:00PM ET,Mem,
,,,,,,,,,PF,Richaun Holmes (7898891),Richaun Holmes,7898891,3600,Phi@Mem 08:00PM ET,Phi,
,,,,,,,,,SG,Courtney Lee (7898803),Courtney Lee,7898803,3600,NY@Mia 07:30PM ET,NY,
,,,,,,,,,SG,Rodney McGruder (7898805),Rodney McGruder,7898805,3600,NY@Mia 07:30PM ET,Mia,
,,,,,,,,,C,Willie Reed (7898923),Willie Reed,7898923,3600,NY@Mia 07:30PM ET,Mia,
,,,,,,,,,PF,David Lee (7898881),David Lee,7898881,3500,SA@Min 08:00PM ET,SA,
,,,,,,,,,PG,Tomas Satoransky (7898748),Tomas Satoransky,7898748,3500,Orl@Was 07:00PM ET,Was,
,,,,,,,,,SG,Gerald Henderson (7898798),Gerald Henderson,7898798,3500,Phi@Mem 08:00PM ET,Phi,
,,,,,,,,,PF,Jared Dudley (7898898),Jared Dudley,7898898,3400,Pho@Uta 09:00PM ET,Pho,
,,,,,,,,,SF,Doug McDermott (7898837),Doug McDermott,7898837,3300,Chi@Det 07:30PM ET,Chi,
,,,,,,,,,C,Dewayne Dedmon (7898911),Dewayne Dedmon,7898911,3300,SA@Min 08:00PM ET,SA,
,,,,,,,,,PG,Wade Baldwin IV (7898754),Wade Baldwin IV,7898754,3300,Phi@Mem 08:00PM ET,Mem,
,,,,,,,,,PF/C,Josh McRoberts (7898874),Josh McRoberts,7898874,3200,NY@Mia 07:30PM ET,Mia,
,,,,,,,,,C,Guillermo Hernangomez (7898926),Guillermo Hernangomez,7898926,3200,NY@Mia 07:30PM ET,NY,
,,,,,,,,,SF,Joe Ingles (7898854),Joe Ingles,7898854,3200,Pho@Uta 09:00PM ET,Uta,
,,,,,,,,,SG,Isaiah Canaan (7898781),Isaiah Canaan,7898781,3100,Chi@Det 07:30PM ET,Chi,
,,,,,,,,,PF,Jarell Martin (7898892),Jarell Martin,7898892,3100,Phi@Mem 08:00PM ET,Mem,
,,,,,,,,,PG,Dante Exum (7898762),Dante Exum,7898762,3100,Pho@Uta 09:00PM ET,Uta,
,,,,,,,,,PG,Beno Udrih (7898729),Beno Udrih,7898729,3000,Chi@Det 07:30PM ET,Det,
,,,,,,,,,PG,Michael Carter-Williams (7898734),Michael Carter-Williams,7898734,3000,Chi@Det 07:30PM ET,Chi,
,,,,,,,,,SG/SF,Stanley Johnson (7898768),Stanley Johnson,7898768,3000,Chi@Det 07:30PM ET,Det,
,,,,,,,,,SG,Darrun Hilliard (7898782),Darrun Hilliard,7898782,3000,Chi@Det 07:30PM ET,Det,
,,,,,,,,,SG,R.J. Hunter (7898784),R.J. Hunter,7898784,3000,Chi@Det 07:30PM ET,Chi,
,,,,,,,,,SF,Reggie Bullock (7898836),Reggie Bullock,7898836,3000,Chi@Det 07:30PM ET,Det,
,,,,,,,,,SF,Michael Gbinije (7898838),Michael Gbinije,7898838,3000,Chi@Det 07:30PM ET,Det,
,,,,,,,,,SF,Denzel Valentine (7898839),Denzel Valentine,7898839,3000,Chi@Det 07:30PM ET,Chi,
,,,,,,,,,SF,Paul Zipser (7898840),Paul Zipser,7898840,3000,Chi@Det 07:30PM ET,Chi,
,,,,,,,,,PF,Bobby Portis (7898879),Bobby Portis,7898879,3000,Chi@Det 07:30PM ET,Chi,
,,,,,,,,,PF,Henry Ellenson (7898880),Henry Ellenson,7898880,3000,Chi@Det 07:30PM ET,Det,
,,,,,,,,,C,Boban Marjanovic (7898905),Boban Marjanovic,7898905,3000,Chi@Det 07:30PM ET,Det,
,,,,,,,,,C,Cristiano Felicio (7898907),Cristiano Felicio,7898907,3000,Chi@Det 07:30PM ET,Chi,
,,,,,,,,,PG,John Lucas III (7898736),John Lucas III,7898736,3000,SA@Min 08:00PM ET,Min,
,,,,,,,,,PG,Nicolas Laprovittola (7898739),Nicolas Laprovittola,7898739,3000,SA@Min 08:00PM ET,SA,
,,,,,,,,,PG,Kris Dunn (7898740),Kris Dunn,7898740,3000,SA@Min 08:00PM ET,Min,
,,,,,,,,,PG,Bryn Forbes (7898741),Bryn Forbes,7898741,3000,SA@Min 08:00PM ET,SA,
,,,,,,,,,PG,Tyus Jones (7898742),Tyus Jones,7898742,3000,SA@Min 08:00PM ET,Min,
,,,,,,,,,PG,Dejounte Murray (7898743),Dejounte Murray,7898743,3000,SA@Min 08:00PM ET,SA,
,,,,,,,,,SG/SF,Brandon Rush (7898769),Brandon Rush,7898769,3000,SA@Min 08:00PM ET,Min,
,,,,,,,,,SG/SF,Jonathon Simmons (7898770),Jonathon Simmons,7898770,3000,SA@Min 08:00PM ET,SA,
,,,,,,,,,SG/SF,Shabazz Muhammad (7898771),Shabazz Muhammad,7898771,3000,SA@Min 08:00PM ET,Min,
,,,,,,,,,SG,Kyle Anderson (7898787),Kyle Anderson,7898787,3000,SA@Min 08:00PM ET,SA,
,,,,,,,,,SF/PF,Davis Bertans (7898814),Davis Bertans,7898814,3000,SA@Min 08:00PM ET,SA,
,,,,,,,,,PF,Jordan Hill (7898882),Jordan Hill,7898882,3000,SA@Min 08:00PM ET,Min,
,,,,,,,,,PF,Nemanja Bjelica (7898883),Nemanja Bjelica,7898883,3000,SA@Min 08:00PM ET,Min,
,,,,,,,,,PF,Adreian Payne (7898884),Adreian Payne,7898884,3000,SA@Min 08:00PM ET,Min,
,,,,,,,,,C,Nikola Pekovic (7898910),Nikola Pekovic,7898910,3000,SA@Min 08:00PM ET,Min,
,,,,,,,,,PG/SG,C.J. Watson (7898726),C.J. Watson,7898726,3000,Orl@Was 07:00PM ET,Orl,
,,,,,,,,,PG,Trey Burke (7898746),Trey Burke,7898746,3000,Orl@Was 07:00PM ET,Was,
,,,,,,,,,SG/SF,Mario Hezonja (7898772),Mario Hezonja,7898772,3000,Orl@Was 07:00PM ET,Orl,
,,,,,,,,,SG/SF,Kelly Oubre Jr. (7898773),Kelly Oubre Jr.,7898773,3000,Orl@Was 07:00PM ET,Was,
,,,,,,,,,SG,Jodie Meeks (7898789),Jodie Meeks,7898789,3000,Orl@Was 07:00PM ET,Orl,
,,,,,,,,,SG,Marcus Thornton (7898790),Marcus Thornton,7898790,3000,Orl@Was 07:00PM ET,Was,
,,,,,,,,,SG,C.J. Wilcox (7898791),C.J. Wilcox,7898791,3000,Orl@Was 07:00PM ET,Orl,
,,,,,,,,,SG,Sheldon McClellan (7898793),Sheldon McClellan,7898793,3000,Orl@Was 07:00PM ET,Was,
,,,,,,,,,SG,Danuel House (7898795),Danuel House,7898795,3000,Orl@Was 07:00PM ET,Was,
,,,,,,,,,SF,Damjan Rudez (7898843),Damjan Rudez,7898843,3000,Orl@Was 07:00PM ET,Orl,
,,,,,,,,,PF/C,Jason Smith (7898870),Jason Smith,7898870,3000,Orl@Was 07:00PM ET,Was,
,,,,,,,,,PF,Arinze Onuaku (7898885),Arinze Onuaku,7898885,3000,Orl@Was 07:00PM ET,Orl,
,,,,,,,,,PF,Andrew Nicholson (7898886),Andrew Nicholson,7898886,3000,Orl@Was 07:00PM ET,Was,
,,,,,,,,,PF,Stephen Zimmerman Jr. (7898887),Stephen Zimmerman Jr.,7898887,3000,Orl@Was 07:00PM ET,Orl,
,,,,,,,,,C,Ian Mahinmi (7898913),Ian Mahinmi,7898913,3000,Orl@Was 07:00PM ET,Was,
,,,,,,,,,C,Daniel Ochefu (7898917),Daniel Ochefu,7898917,3000,Orl@Was 07:00PM ET,Was,
,,,,,,,,,PG,T.J. McConnell (7898752),T.J. McConnell,7898752,3000,Phi@Mem 08:00PM ET,Phi,
,,,,,,,,,SG/SF,Hollis Thompson (7898774),Hollis Thompson,7898774,3000,Phi@Mem 08:00PM ET,Phi,
,,,,,,,,,SG,Timothe Luwawu-Cabarrot (7898801),Timothe Luwawu-Cabarrot,7898801,3000,Phi@Mem 08:00PM ET,Phi,
,,,,,,,,,SF,Ben Simmons (7898847),Ben Simmons,7898847,3000,Phi@Mem 08:00PM ET,Phi,
,,,,,,,,,PF,Brandan Wright (7898889),Brandan Wright,7898889,3000,Phi@Mem 08:00PM ET,Mem,
,,,,,,,,,C,Deyonta Davis (7898921),Deyonta Davis,7898921,3000,Phi@Mem 08:00PM ET,Mem,
,,,,,,,,,SG,Sasha Vujacic (7898802),Sasha Vujacic,7898802,3000,NY@Mia 07:30PM ET,NY,
,,,,,,,,,SG,Ron Baker (7898807),Ron Baker,7898807,3000,NY@Mia 07:30PM ET,NY,
,,,,,,,,,SF/PF,Lance Thomas (7898820),Lance Thomas,7898820,3000,NY@Mia 07:30PM ET,NY,
,,,,,,,,,SF/PF,Luke Babbitt (7898821),Luke Babbitt,7898821,3000,NY@Mia 07:30PM ET,Mia,
,,,,,,,,,SF,Derrick Williams (7898849),Derrick Williams,7898849,3000,NY@Mia 07:30PM ET,Mia,
,,,,,,,,,SF,Mindaugas Kuzminskas (7898850),Mindaugas Kuzminskas,7898850,3000,NY@Mia 07:30PM ET,NY,
,,,,,,,,,PF,Chris Bosh (7898893),Chris Bosh,7898893,3000,NY@Mia 07:30PM ET,Mia,
,,,,,,,,,PF,Udonis Haslem (7898894),Udonis Haslem,7898894,3000,NY@Mia 07:30PM ET,Mia,
,,,,,,,,,PF,Maurice Ndour (7898896),Maurice Ndour,7898896,3000,NY@Mia 07:30PM ET,NY,
,,,,,,,,,C,Marshall Plumlee (7898925),Marshall Plumlee,7898925,3000,NY@Mia 07:30PM ET,NY,
,,,,,,,,,PG,Raul Neto (7898761),Raul Neto,7898761,3000,Pho@Uta 09:00PM ET,Uta,
,,,,,,,,,PG,Tyler Ulis (7898763),Tyler Ulis,7898763,3000,Pho@Uta 09:00PM ET,Pho,
,,,,,,,,,SG,Leandro Barbosa (7898808),Leandro Barbosa,7898808,3000,Pho@Uta 09:00PM ET,Pho,
,,,,,,,,,SG,John Jenkins (7898809),John Jenkins,7898809,3000,Pho@Uta 09:00PM ET,Pho,
,,,,,,,,,SG,Alec Burks (7898810),Alec Burks,7898810,3000,Pho@Uta 09:00PM ET,Uta,
,,,,,,,,,SF,Derrick Jones Jr. (7898856),Derrick Jones Jr.,7898856,3000,Pho@Uta 09:00PM ET,Pho,
,,,,,,,,,PF/C,Boris Diaw (7898876),Boris Diaw,7898876,3000,Pho@Uta 09:00PM ET,Uta,
,,,,,,,,,PF,Joel Bolomboy (7898900),Joel Bolomboy,7898900,3000,Pho@Uta 09:00PM ET,Uta,
,,,,,,,,,PF,Marquese Chriss (7898901),Marquese Chriss,7898901,3000,Pho@Uta 09:00PM ET,Pho,
,,,,,,,,,PF,Dragan Bender (7898902),Dragan Bender,7898902,3000,Pho@Uta 09:00PM ET,Pho,
,,,,,,,,,C,Jeff Withey (7898928),Jeff Withey,7898928,3000,Pho@Uta 09:00PM ET,Uta,
,,,,,,,,,C,Alan Williams (7898929),Alan Williams,7898929,3000,Pho@Uta 09:00PM ET,Pho,
