PG,SG,SF,PF,C,G,F,UTIL,,Instructions
,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,PF/C,Serge Ibaka (7889540),Serge Ibaka,7889540,5900,Orl@Det 06:00PM ET,Orl,
,,,,,,,,,PG,Reggie Jackson (7889453),Reggie Jackson,7889453,5800,Orl@Det 06:00PM ET,Det,
,,,,,,,,,SG,Evan Fournier (7889483),Evan Fournier,7889483,5700,Orl@Det 06:00PM ET,Orl,
,,,,,,,,,SG,Kentavious Caldwell-Pope (7889482),Kentavious Caldwell-Pope,7889482,5600,Orl@Det 06:00PM ET,Det,
,,,,,,,,,PF,Thaddeus Young (7889559),Thaddeus Young,7889559,5500,Ind@LAC 09:30PM ET,Ind,
,,,,,,,,,PG,Ish Smith (7889452),Ish Smith,7889452,5400,Orl@Det 06:00PM ET,Det,
,,,,,,,,,PG,Tim Frazier (7889457),Tim Frazier,7889457,5300,NO@OKC 07:00PM ET,NO,
,,,,,,,,,PG/SG,Darren Collison (7889448),Darren Collison,7889448,5100,Sac@NY 07:30PM ET,Sac,
,,,,,,,,,SF,Marcus Morris (7889515),Marcus Morris,7889515,5000,Orl@Det 06:00PM ET,Det,
,,,,,,,,,SF,Glenn Robinson III (7889531),Glenn Robinson III,7889531,5000,Ind@LAC 09:30PM ET,Ind,
,,,,,,,,,C,Steven Adams (7889574),Steven Adams,7889574,4900,NO@OKC 07:00PM ET,OKC,
,,,,,,,,,PG,Elfrid Payton (7889454),Elfrid Payton,7889454,4800,Orl@Det 06:00PM ET,Orl,
,,,,,,,,,SG/SF,C.J. Miles (7889478),C.J. Miles,7889478,4700,Ind@LAC 09:30PM ET,Ind,
,,,,,,,,,SG,J.J. Redick (7889497),J.J. Redick,7889497,4700,Ind@LAC 09:30PM ET,LAC,
,,,,,,,,,PF,Jon Leuer (7889549),Jon Leuer,7889549,4600,Orl@Det 06:00PM ET,Det,
,,,,,,,,,PF,Terrence Jones (7889552),Terrence Jones,7889552,4600,NO@OKC 07:00PM ET,NO,
,,,,,,,,,SG,Monta Ellis (7889498),Monta Ellis,7889498,4600,Ind@LAC 09:30PM ET,Ind,
,,,,,,,,,C,Bismack Biyombo (7889568),Bismack Biyombo,7889568,4500,Orl@Det 06:00PM ET,Orl,
,,,,,,,,,C,Enes Kanter (7889573),Enes Kanter,7889573,4500,NO@OKC 07:00PM ET,OKC,
,,,,,,,,,SG/SF,Andre Roberson (7889475),Andre Roberson,7889475,4400,NO@OKC 07:00PM ET,OKC,
,,,,,,,,,SF/PF,Aaron Gordon (7889502),Aaron Gordon,7889502,4300,Orl@Det 06:00PM ET,Orl,
,,,,,,,,,SF/PF,Matt Barnes (7889505),Matt Barnes,7889505,4300,Sac@NY 07:30PM ET,Sac,
,,,,,,,,,PF/C,Kyle O'Quinn (7889543),Kyle O'Quinn,7889543,4300,Sac@NY 07:30PM ET,NY,
,,,,,,,,,PG,Brandon Jennings (7889463),Brandon Jennings,7889463,4200,Sac@NY 07:30PM ET,NY,
,,,,,,,,,PG,D.J. Augustin (7889451),D.J. Augustin,7889451,4100,Orl@Det 06:00PM ET,Orl,
,,,,,,,,,SG,Jamal Crawford (7889495),Jamal Crawford,7889495,4000,Ind@LAC 09:30PM ET,LAC,
,,,,,,,,,SG,E'Twaun Moore (7889485),E'Twaun Moore,7889485,3900,NO@OKC 07:00PM ET,NO,
,,,,,,,,,PG,Ty Lawson (7889461),Ty Lawson,7889461,3900,Sac@NY 07:30PM ET,Sac,
,,,,,,,,,SG/SF,Justin Holiday (7889476),Justin Holiday,7889476,3900,Sac@NY 07:30PM ET,NY,
,,,,,,,,,C,Joakim Noah (7889575),Joakim Noah,7889575,3900,Sac@NY 07:30PM ET,NY,
,,,,,,,,,PG/SG,Rodney Stuckey (7889449),Rodney Stuckey,7889449,3900,Ind@LAC 09:30PM ET,Ind,
,,,,,,,,,C,Aron Baynes (7889565),Aron Baynes,7889565,3800,Orl@Det 06:00PM ET,Det,
,,,,,,,,,SG,Courtney Lee (7889491),Courtney Lee,7889491,3800,Sac@NY 07:30PM ET,NY,
,,,,,,,,,PF/C,Marreese Speights (7889546),Marreese Speights,7889546,3700,Ind@LAC 09:30PM ET,LAC,
,,,,,,,,,C,Al Jefferson (7889581),Al Jefferson,7889581,3600,Ind@LAC 09:30PM ET,Ind,
,,,,,,,,,SF/PF,Jeff Green (7889500),Jeff Green,7889500,3500,Orl@Det 06:00PM ET,Orl,
,,,,,,,,,SF,Solomon Hill (7889521),Solomon Hill,7889521,3400,NO@OKC 07:00PM ET,NO,
,,,,,,,,,PG,Austin Rivers (7889467),Austin Rivers,7889467,3300,Ind@LAC 09:30PM ET,LAC,
,,,,,,,,,PF,Domantas Sabonis (7889553),Domantas Sabonis,7889553,3200,NO@OKC 07:00PM ET,OKC,
,,,,,,,,,C,Guillermo Hernangomez (7889579),Guillermo Hernangomez,7889579,3200,Sac@NY 07:30PM ET,NY,
,,,,,,,,,SG/SF,Raymond Felton (7889477),Raymond Felton,7889477,3200,Ind@LAC 09:30PM ET,LAC,
,,,,,,,,,SF,Luc Richard Mbah a Moute (7889528),Luc Richard Mbah a Moute,7889528,3200,Ind@LAC 09:30PM ET,LAC,
,,,,,,,,,SF/PF,Jerami Grant (7889504),Jerami Grant,7889504,3100,NO@OKC 07:00PM ET,OKC,
,,,,,,,,,PG/SG,C.J. Watson (7889446),C.J. Watson,7889446,3000,Orl@Det 06:00PM ET,Orl,
,,,,,,,,,PG,Beno Udrih (7889450),Beno Udrih,7889450,3000,Orl@Det 06:00PM ET,Det,
,,,,,,,,,SG/SF,Mario Hezonja (7889472),Mario Hezonja,7889472,3000,Orl@Det 06:00PM ET,Orl,
,,,,,,,,,SG/SF,Stanley Johnson (7889473),Stanley Johnson,7889473,3000,Orl@Det 06:00PM ET,Det,
,,,,,,,,,SG,Jodie Meeks (7889479),Jodie Meeks,7889479,3000,Orl@Det 06:00PM ET,Orl,
,,,,,,,,,SG,C.J. Wilcox (7889480),C.J. Wilcox,7889480,3000,Orl@Det 06:00PM ET,Orl,
,,,,,,,,,SG,Darrun Hilliard (7889481),Darrun Hilliard,7889481,3000,Orl@Det 06:00PM ET,Det,
,,,,,,,,,SF,Reggie Bullock (7889516),Reggie Bullock,7889516,3000,Orl@Det 06:00PM ET,Det,
,,,,,,,,,SF,Michael Gbinije (7889517),Michael Gbinije,7889517,3000,Orl@Det 06:00PM ET,Det,
,,,,,,,,,SF,Damjan Rudez (7889518),Damjan Rudez,7889518,3000,Orl@Det 06:00PM ET,Orl,
,,,,,,,,,PF,Arinze Onuaku (7889548),Arinze Onuaku,7889548,3000,Orl@Det 06:00PM ET,Orl,
,,,,,,,,,PF,Henry Ellenson (7889550),Henry Ellenson,7889550,3000,Orl@Det 06:00PM ET,Det,
,,,,,,,,,PF,Stephen Zimmerman Jr. (7889551),Stephen Zimmerman Jr.,7889551,3000,Orl@Det 06:00PM ET,Orl,
,,,,,,,,,C,Boban Marjanovic (7889567),Boban Marjanovic,7889567,3000,Orl@Det 06:00PM ET,Det,
,,,,,,,,,PG,Langston Galloway (7889458),Langston Galloway,7889458,3000,NO@OKC 07:00PM ET,NO,
,,,,,,,,,PG,Semaj Christon (7889459),Semaj Christon,7889459,3000,NO@OKC 07:00PM ET,OKC,
,,,,,,,,,PG,Cameron Payne (7889460),Cameron Payne,7889460,3000,NO@OKC 07:00PM ET,OKC,
,,,,,,,,,SG,Anthony Morrow (7889484),Anthony Morrow,7889484,3000,NO@OKC 07:00PM ET,OKC,
,,,,,,,,,SG,Buddy Hield (7889487),Buddy Hield,7889487,3000,NO@OKC 07:00PM ET,NO,
,,,,,,,,,SG,Alex Abrines (7889488),Alex Abrines,7889488,3000,NO@OKC 07:00PM ET,OKC,
,,,,,,,,,SF/PF,Dante Cunningham (7889503),Dante Cunningham,7889503,3000,NO@OKC 07:00PM ET,NO,
,,,,,,,,,SF,Quincy Pondexter (7889519),Quincy Pondexter,7889519,3000,NO@OKC 07:00PM ET,NO,
,,,,,,,,,SF,Kyle Singler (7889520),Kyle Singler,7889520,3000,NO@OKC 07:00PM ET,OKC,
,,,,,,,,,SF,Anthony Brown (7889522),Anthony Brown,7889522,3000,NO@OKC 07:00PM ET,NO,
,,,,,,,,,SF,Josh Huestis (7889523),Josh Huestis,7889523,3000,NO@OKC 07:00PM ET,OKC,
,,,,,,,,,PF/C,Joffrey Lauvergne (7889542),Joffrey Lauvergne,7889542,3000,NO@OKC 07:00PM ET,OKC,
,,,,,,,,,PF,Cheick Diallo (7889554),Cheick Diallo,7889554,3000,NO@OKC 07:00PM ET,NO,
,,,,,,,,,C,Nick Collison (7889570),Nick Collison,7889570,3000,NO@OKC 07:00PM ET,OKC,
,,,,,,,,,C,Alexis Ajinca (7889571),Alexis Ajinca,7889571,3000,NO@OKC 07:00PM ET,NO,
,,,,,,,,,C,Omer Asik (7889572),Omer Asik,7889572,3000,NO@OKC 07:00PM ET,NO,
,,,,,,,,,PG/SG,Garrett Temple (7889447),Garrett Temple,7889447,3000,Sac@NY 07:30PM ET,Sac,
,,,,,,,,,SG,Sasha Vujacic (7889489),Sasha Vujacic,7889489,3000,Sac@NY 07:30PM ET,NY,
,,,,,,,,,SG,Arron Afflalo (7889490),Arron Afflalo,7889490,3000,Sac@NY 07:30PM ET,Sac,
,,,,,,,,,SG,Ben McLemore (7889492),Ben McLemore,7889492,3000,Sac@NY 07:30PM ET,Sac,
,,,,,,,,,SG,Ron Baker (7889493),Ron Baker,7889493,3000,Sac@NY 07:30PM ET,NY,
,,,,,,,,,SG,Malachi Richardson (7889494),Malachi Richardson,7889494,3000,Sac@NY 07:30PM ET,Sac,
,,,,,,,,,SF/PF,Lance Thomas (7889507),Lance Thomas,7889507,3000,Sac@NY 07:30PM ET,NY,
,,,,,,,,,SF,Omri Casspi (7889525),Omri Casspi,7889525,3000,Sac@NY 07:30PM ET,Sac,
,,,,,,,,,SF,Mindaugas Kuzminskas (7889526),Mindaugas Kuzminskas,7889526,3000,Sac@NY 07:30PM ET,NY,
,,,,,,,,,PF,Anthony Tolliver (7889555),Anthony Tolliver,7889555,3000,Sac@NY 07:30PM ET,Sac,
,,,,,,,,,PF,Maurice Ndour (7889556),Maurice Ndour,7889556,3000,Sac@NY 07:30PM ET,NY,
,,,,,,,,,PF,Skal Labissiere (7889558),Skal Labissiere,7889558,3000,Sac@NY 07:30PM ET,Sac,
,,,,,,,,,C,Kosta Koufos (7889576),Kosta Koufos,7889576,3000,Sac@NY 07:30PM ET,Sac,
,,,,,,,,,C,Marshall Plumlee (7889577),Marshall Plumlee,7889577,3000,Sac@NY 07:30PM ET,NY,
,,,,,,,,,C,Willie Cauley-Stein (7889578),Willie Cauley-Stein,7889578,3000,Sac@NY 07:30PM ET,Sac,
,,,,,,,,,C,Georgios Papagiannis (7889580),Georgios Papagiannis,7889580,3000,Sac@NY 07:30PM ET,Sac,
,,,,,,,,,PG,Aaron Brooks (7889465),Aaron Brooks,7889465,3000,Ind@LAC 09:30PM ET,Ind,
,,,,,,,,,SG,Alan Anderson (7889496),Alan Anderson,7889496,3000,Ind@LAC 09:30PM ET,LAC,
,,,,,,,,,SG,Joe Young (7889499),Joe Young,7889499,3000,Ind@LAC 09:30PM ET,Ind,
,,,,,,,,,SF,Paul Pierce (7889527),Paul Pierce,7889527,3000,Ind@LAC 09:30PM ET,LAC,
,,,,,,,,,SF,Wesley Johnson (7889529),Wesley Johnson,7889529,3000,Ind@LAC 09:30PM ET,LAC,
,,,,,,,,,PF/C,Brandon Bass (7889545),Brandon Bass,7889545,3000,Ind@LAC 09:30PM ET,LAC,
,,,,,,,,,PF,Lavoy Allen (7889561),Lavoy Allen,7889561,3000,Ind@LAC 09:30PM ET,Ind,
,,,,,,,,,PF,Rakeem Christmas (7889562),Rakeem Christmas,7889562,3000,Ind@LAC 09:30PM ET,Ind,
,,,,,,,,,PF,Georges Niang (7889563),Georges Niang,7889563,3000,Ind@LAC 09:30PM ET,Ind,
,,,,,,,,,PF,Brice Johnson (7889564),Brice Johnson,7889564,3000,Ind@LAC 09:30PM ET,LAC,
,,,,,,,,,C,Kevin Seraphin (7889583),Kevin Seraphin,7889583,3000,Ind@LAC 09:30PM ET,Ind,
,,,,,,,,,C,Diamond Stone (7889584),Diamond Stone,7889584,3000,Ind@LAC 09:30PM ET,LAC,
