"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SF","Wilson Chandler",6600,"Den@Phi 07:00PM ET",32.583,"Den"
"PG","Rajon Rondo",6500,"Por@Chi 08:00PM ET",30.235,"Chi"
"SG","Dwyane Wade",6500,"Por@Chi 08:00PM ET",33.221,"Chi"
"C","Rudy Gobert",6500,"Uta@LAL 10:30PM ET",32.119,"Uta"
"C","Brook Lopez",6400,"Was@Bkn 07:30PM ET",33.853,"Bkn"
"SF/PF","Jabari Parker",6300,"SA@Mil 08:00PM ET",31.722,"Mil"
"PF/C","LaMarcus Aldridge",6300,"SA@Mil 08:00PM ET",31.389,"SA"
"SG","Avery Bradley",6300,"Bos@Hou 08:00PM ET",34.850,"Bos"
"PG","Jrue Holiday",6300,"Mem@NO 08:00PM ET",31.056,"NO"
"PG","D'Angelo Russell",6300,"Uta@LAL 10:30PM ET",30.500,"LAL"
"SF/PF","Harrison Barnes",6200,"Cha@Dal 08:30PM ET",31.158,"Dal"
"PG","Dennis Schroder",6100,"OKC@Atl 07:30PM ET",29.262,"Atl"
"C","Mason Plumlee",6000,"Por@Chi 08:00PM ET",28.548,"Por"
"SG/SF","Tyreke Evans",6000,"Mem@NO 08:00PM ET",0,"NO"
"PF","Julius Randle",6000,"Uta@LAL 10:30PM ET",30.303,"LAL"
"PG","Jeremy Lin",5900,"Was@Bkn 07:30PM ET",32.750,"Bkn"
"SG","Sean Kilpatrick",5900,"Was@Bkn 07:30PM ET",27.316,"Bkn"
"C","Marcin Gortat",5900,"Was@Bkn 07:30PM ET",32.750,"Was"
"PF","Trevor Booker",5800,"Was@Bkn 07:30PM ET",29.694,"Bkn"
"SF","Jae Crowder",5800,"Bos@Hou 08:00PM ET",26.292,"Bos"
"SG","Lou Williams",5800,"Uta@LAL 10:30PM ET",28.011,"LAL"
"PF","Derrick Favors",5800,"Uta@LAL 10:30PM ET",23.273,"Uta"
"C","Clint Capela",5700,"Bos@Hou 08:00PM ET",28.100,"Hou"
"PF/C","Taj Gibson",5600,"Por@Chi 08:00PM ET",27.895,"Chi"
"SF/PF","Trevor Ariza",5600,"Bos@Hou 08:00PM ET",27.613,"Hou"
"PG/SG","Jordan Clarkson",5600,"Uta@LAL 10:30PM ET",24.886,"LAL"
"PF","Thaddeus Young",5500,"Ind@GS 10:30PM ET",25.238,"Ind"
"SF","Danilo Gallinari",5500,"Den@Phi 07:00PM ET",27.353,"Den"
"PF","JaMychal Green",5500,"Mem@NO 08:00PM ET",22.357,"Mem"
"SF","Maurice Harkless",5400,"Por@Chi 08:00PM ET",24.560,"Por"
"PG","Emmanuel Mudiay",5400,"Den@Phi 07:00PM ET",27.475,"Den"
"SG","Rodney Hood",5400,"Uta@LAL 10:30PM ET",27.132,"Uta"
"C","Pau Gasol",5300,"SA@Mil 08:00PM ET",27.355,"SA"
"SG","Eric Gordon",5300,"Bos@Hou 08:00PM ET",27.063,"Hou"
"PF/C","Jahlil Okafor",5300,"Den@Phi 07:00PM ET",20.539,"Phi"
"PG","Tim Frazier",5300,"Mem@NO 08:00PM ET",27.405,"NO"
"C","Robin Lopez",5200,"Por@Chi 08:00PM ET",24.592,"Chi"
"SG","Wesley Matthews",5200,"Cha@Dal 08:30PM ET",25.458,"Dal"
"C","Jonas Valanciunas",5200,"Cle@Tor 07:30PM ET",27.611,"Tor"
"SG/SF","Kent Bazemore",5100,"OKC@Atl 07:30PM ET",23.321,"Atl"
"PG","Deron Williams",5100,"Cha@Dal 08:30PM ET",23.682,"Dal"
"SG/SF","Will Barton",5100,"Den@Phi 07:00PM ET",24.750,"Den"
"PF","Kenneth Faried",5100,"Den@Phi 07:00PM ET",26.413,"Den"
"PG","Andrew Harrison",5100,"Mem@NO 08:00PM ET",18.600,"Mem"
"SF","Glenn Robinson III",5000,"Ind@GS 10:30PM ET",12.986,"Ind"
"SF/PF","Markieff Morris",5000,"Was@Bkn 07:30PM ET",25.250,"Was"
"PG","J.J. Barea",5000,"Cha@Dal 08:30PM ET",30.361,"Dal"
"PF","Dirk Nowitzki",5000,"Cha@Dal 08:30PM ET",24.800,"Dal"
"PG","Sergio Rodriguez",5000,"Den@Phi 07:00PM ET",23.963,"Phi"
"C","Nerlens Noel",5000,"Den@Phi 07:00PM ET",0,"Phi"
"PF/C","Zach Randolph",5000,"Mem@NO 08:00PM ET",26.500,"Mem"
"C","Steven Adams",4900,"OKC@Atl 07:30PM ET",24.631,"OKC"
"SG","Monta Ellis",4900,"Ind@GS 10:30PM ET",23.675,"Ind"
"PF","Frank Kaminsky",4900,"Cha@Dal 08:30PM ET",23.431,"Cha"
"PF/C","Nikola Jokic",4900,"Den@Phi 07:00PM ET",24.042,"Den"
"SG/SF","Marcus Smart",4800,"Bos@Hou 08:00PM ET",23.735,"Bos"
"PF","Ryan Anderson",4800,"Bos@Hou 08:00PM ET",23.613,"Hou"
"SF","Robert Covington",4800,"Den@Phi 07:00PM ET",21.842,"Phi"
"C","Tristan Thompson",4800,"Cle@Tor 07:30PM ET",24.139,"Cle"
"C","John Henson",4700,"SA@Mil 08:00PM ET",19.531,"Mil"
"SG/SF","C.J. Miles",4700,"Ind@GS 10:30PM ET",21.482,"Ind"
"PG","Jameer Nelson",4700,"Den@Phi 07:00PM ET",20.338,"Den"
"PF","Ersan Ilyasova",4700,"Den@Phi 07:00PM ET",22.088,"Phi"
"PG","Patrick Beverley",4600,"Bos@Hou 08:00PM ET",22.722,"Hou"
"PF","Terrence Jones",4600,"Mem@NO 08:00PM ET",22.988,"NO"
"SF/PF","Larry Nance Jr.",4600,"Uta@LAL 10:30PM ET",19.738,"LAL"
"C","Enes Kanter",4500,"OKC@Atl 07:30PM ET",23.810,"OKC"
"SG","Seth Curry",4500,"Cha@Dal 08:30PM ET",19.779,"Dal"
"SF","Michael Kidd-Gilchrist",4500,"Cha@Dal 08:30PM ET",24.105,"Cha"
"SF/PF","Dario Saric",4500,"Den@Phi 07:00PM ET",20.913,"Phi"
"SF/PF","DeMarre Carroll",4500,"Cle@Tor 07:30PM ET",19.953,"Tor"
"SF","Brandon Ingram",4500,"Uta@LAL 10:30PM ET",17.443,"LAL"
"SG/SF","Andre Roberson",4400,"OKC@Atl 07:30PM ET",19.571,"OKC"
"PG","Patty Mills",4400,"SA@Mil 08:00PM ET",21.050,"SA"
"SG/SF","Evan Turner",4400,"Por@Chi 08:00PM ET",20.369,"Por"
"PF","Al-Farouq Aminu",4400,"Por@Chi 08:00PM ET",21.844,"Por"
"C","Cody Zeller",4400,"Cha@Dal 08:30PM ET",23.132,"Cha"
"SF","Troy Williams",4400,"Mem@NO 08:00PM ET",9.953,"Mem"
"SF/PF","Nikola Mirotic",4300,"Por@Chi 08:00PM ET",20.092,"Chi"
"SG/SF","Bojan Bogdanovic",4300,"Was@Bkn 07:30PM ET",22.026,"Bkn"
"C","Andrew Bogut",4300,"Cha@Dal 08:30PM ET",23.033,"Dal"
"SG","Nick Young",4300,"Uta@LAL 10:30PM ET",20.264,"LAL"
"C","Mike Muscala",4200,"OKC@Atl 07:30PM ET",18.333,"Atl"
"PF","Patrick Patterson",4200,"Cle@Tor 07:30PM ET",20.900,"Tor"
"SG","Troy Daniels",4200,"Mem@NO 08:00PM ET",12.925,"Mem"
"PF/C","Trey Lyles",4200,"Uta@LAL 10:30PM ET",18.762,"Uta"
"PG/SG","Matthew Dellavedova",4100,"SA@Mil 08:00PM ET",22.431,"Mil"
"C","Jusuf Nurkic",4100,"Den@Phi 07:00PM ET",23.550,"Den"
"SG","Tony Allen",4100,"Mem@NO 08:00PM ET",18.714,"Mem"
"PG","Tony Parker",4000,"SA@Mil 08:00PM ET",19.019,"SA"
"C","Greg Monroe",4000,"SA@Mil 08:00PM ET",23.676,"Mil"
"SF","Rondae Hollis-Jefferson",4000,"Was@Bkn 07:30PM ET",19.375,"Bkn"
"PF","Marvin Williams",4000,"Cha@Dal 08:30PM ET",21.783,"Cha"
"PG","Jerryd Bayless",4000,"Den@Phi 07:00PM ET",21.333,"Phi"
"SG","Gary Harris",4000,"Den@Phi 07:00PM ET",19.400,"Den"
"SG/SF","Joe Johnson",4000,"Uta@LAL 10:30PM ET",17.976,"Uta"
"SF/PF","Luol Deng",4000,"Uta@LAL 10:30PM ET",17.750,"LAL"
"SF","Thabo Sefolosha",3900,"OKC@Atl 07:30PM ET",19.750,"Atl"
"SG","Danny Green",3900,"SA@Mil 08:00PM ET",18.458,"SA"
"PG/SG","Rodney Stuckey",3900,"Ind@GS 10:30PM ET",14.875,"Ind"
"PF/C","Dwight Powell",3900,"Cha@Dal 08:30PM ET",17.197,"Dal"
"SG","Nik Stauskas",3900,"Den@Phi 07:00PM ET",17.200,"Phi"
"PF","Richaun Holmes",3900,"Den@Phi 07:00PM ET",15.781,"Phi"
"C","Lucas Nogueira",3900,"Cle@Tor 07:30PM ET",17.000,"Tor"
"SG","E'Twaun Moore",3900,"Mem@NO 08:00PM ET",20.475,"NO"
"SG","Manu Ginobili",3800,"SA@Mil 08:00PM ET",17.897,"SA"
"C","Justin Hamilton",3800,"Was@Bkn 07:30PM ET",16.895,"Bkn"
"SG/SF","Jeremy Lamb",3800,"Cha@Dal 08:30PM ET",19.583,"Cha"
"PG/SG","Jamal Murray",3800,"Den@Phi 07:00PM ET",17.338,"Den"
"SG","J.R. Smith",3800,"Cle@Tor 07:30PM ET",17.933,"Cle"
"SF","Chandler Parsons",3800,"Mem@NO 08:00PM ET",13.750,"Mem"
"PG","Shelvin Mack",3800,"Uta@LAL 10:30PM ET",14.786,"Uta"
"PF","David Lee",3700,"SA@Mil 08:00PM ET",16.625,"SA"
"SF","Sam Dekker",3700,"Bos@Hou 08:00PM ET",14.800,"Hou"
"PF/C","Kelly Olynyk",3700,"Bos@Hou 08:00PM ET",17.304,"Bos"
"SG","Vince Carter",3700,"Mem@NO 08:00PM ET",19.583,"Mem"
"C","Dewayne Dedmon",3600,"SA@Mil 08:00PM ET",14.714,"SA"
"PG","Jerian Grant",3600,"Por@Chi 08:00PM ET",9.904,"Chi"
"SG/SF","Allen Crabbe",3600,"Por@Chi 08:00PM ET",16.345,"Por"
"C","Ed Davis",3600,"Por@Chi 08:00PM ET",12.881,"Por"
"SF","Andre Iguodala",3600,"Ind@GS 10:30PM ET",17.825,"GS"
"C","Al Jefferson",3600,"Ind@GS 10:30PM ET",14.763,"Ind"
"PG","Isaiah Whitehead",3600,"Was@Bkn 07:30PM ET",14.633,"Bkn"
"C","Salah Mejri",3600,"Cha@Dal 08:30PM ET",9.833,"Dal"
"PG","Cory Joseph",3600,"Cle@Tor 07:30PM ET",17.050,"Tor"
"SG/SF","Terrence Ross",3600,"Cle@Tor 07:30PM ET",16.632,"Tor"
"PF","Channing Frye",3600,"Cle@Tor 07:30PM ET",18.865,"Cle"
"SG/SF","James Ennis",3600,"Mem@NO 08:00PM ET",19.929,"Mem"
"PG/SG","Tim Hardaway Jr.",3500,"OKC@Atl 07:30PM ET",17.095,"Atl"
"SG/SF","Tony Snell",3500,"SA@Mil 08:00PM ET",17.574,"Mil"
"PG","Tomas Satoransky",3500,"Was@Bkn 07:30PM ET",11.029,"Was"
"SF","Joe Harris",3500,"Was@Bkn 07:30PM ET",16.987,"Bkn"
"SG/SF","Justin Anderson",3500,"Cha@Dal 08:30PM ET",16.697,"Dal"
"SG","Gerald Henderson",3500,"Den@Phi 07:00PM ET",17.342,"Phi"
"PG","Wade Baldwin IV",3500,"Mem@NO 08:00PM ET",12.411,"Mem"
"SG","Kyle Korver",3400,"OKC@Atl 07:30PM ET",16.908,"Atl"
"SF/PF","Michael Beasley",3400,"SA@Mil 08:00PM ET",15.069,"Mil"
"SF","Anthony Bennett",3400,"Was@Bkn 07:30PM ET",10.938,"Bkn"
"PG","Ramon Sessions",3400,"Cha@Dal 08:30PM ET",13.325,"Cha"
"SG","Marco Belinelli",3400,"Cha@Dal 08:30PM ET",18.875,"Cha"
"SF","Solomon Hill",3400,"Mem@NO 08:00PM ET",15.571,"NO"
"SF","Doug McDermott",3300,"Por@Chi 08:00PM ET",16.889,"Chi"
"C","Zaza Pachulia",3300,"Ind@GS 10:30PM ET",16.788,"GS"
"PF/C","Montrezl Harrell",3300,"Bos@Hou 08:00PM ET",13.477,"Hou"
"PF","Amir Johnson",3300,"Bos@Hou 08:00PM ET",16.525,"Bos"
"PF/C","Spencer Hawes",3300,"Cha@Dal 08:30PM ET",17.447,"Cha"
"PF","Jarell Martin",3300,"Mem@NO 08:00PM ET",10.963,"Mem"
"PG","Jose Calderon",3300,"Uta@LAL 10:30PM ET",11.768,"LAL"
"PF","Domantas Sabonis",3200,"OKC@Atl 07:30PM ET",15.036,"OKC"
"PG/SG","Malcolm Brogdon",3200,"SA@Mil 08:00PM ET",16.222,"Mil"
"PF","Meyers Leonard",3200,"Por@Chi 08:00PM ET",12.868,"Por"
"PG","Shaun Livingston",3200,"Ind@GS 10:30PM ET",10.475,"GS"
"SG","Jonathan Gibson",3200,"Cha@Dal 08:30PM ET",15.972,"Dal"
"SG/SF","Norman Powell",3200,"Cle@Tor 07:30PM ET",12.344,"Tor"
"SF","Joe Ingles",3200,"Uta@LAL 10:30PM ET",11.607,"Uta"
"C","Timofey Mozgov",3200,"Uta@LAL 10:30PM ET",16.750,"LAL"
"SF/PF","Jerami Grant",3100,"OKC@Atl 07:30PM ET",13.288,"OKC"
"SG/SF","Jonathon Simmons",3100,"SA@Mil 08:00PM ET",13.375,"SA"
"SG","Isaiah Canaan",3100,"Por@Chi 08:00PM ET",12.697,"Chi"
"PG/SG","Iman Shumpert",3100,"Cle@Tor 07:30PM ET",14.912,"Cle"
"PG","Dante Exum",3100,"Uta@LAL 10:30PM ET",12.763,"Uta"
"PG","Malcolm Delaney",3000,"OKC@Atl 07:30PM ET",12.905,"Atl"
"PG","Semaj Christon",3000,"OKC@Atl 07:30PM ET",8.025,"OKC"
"PG","Cameron Payne",3000,"OKC@Atl 07:30PM ET",0,"OKC"
"SG","Anthony Morrow",3000,"OKC@Atl 07:30PM ET",8.250,"OKC"
"SG","Alex Abrines",3000,"OKC@Atl 07:30PM ET",6.797,"OKC"
"SF","Kyle Singler",3000,"OKC@Atl 07:30PM ET",4.575,"OKC"
"SF","Ryan Kelly",3000,"OKC@Atl 07:30PM ET",4.281,"Atl"
"SF","Josh Huestis",3000,"OKC@Atl 07:30PM ET",0,"OKC"
"SF","Taurean Prince",3000,"OKC@Atl 07:30PM ET",9.179,"Atl"
"SF","DeAndre' Bembry",3000,"OKC@Atl 07:30PM ET",2.281,"Atl"
"PF/C","Kris Humphries",3000,"OKC@Atl 07:30PM ET",10.235,"Atl"
"PF/C","Joffrey Lauvergne",3000,"OKC@Atl 07:30PM ET",13.395,"OKC"
"PF","Mike Scott",3000,"OKC@Atl 07:30PM ET",6.667,"Atl"
"C","Nick Collison",3000,"OKC@Atl 07:30PM ET",1.900,"OKC"
"C","Tiago Splitter",3000,"OKC@Atl 07:30PM ET",0,"Atl"
"PG","Jason Terry",3000,"SA@Mil 08:00PM ET",8.192,"Mil"
"PG","Nicolas Laprovittola",3000,"SA@Mil 08:00PM ET",6.932,"SA"
"PG","Bryn Forbes",3000,"SA@Mil 08:00PM ET",2.111,"SA"
"PG","Dejounte Murray",3000,"SA@Mil 08:00PM ET",2.773,"SA"
"SG","Khris Middleton",3000,"SA@Mil 08:00PM ET",0,"Mil"
"SG","Kyle Anderson",3000,"SA@Mil 08:00PM ET",8.912,"SA"
"SG","Rashad Vaughn",3000,"SA@Mil 08:00PM ET",9.325,"Mil"
"SF/PF","Davis Bertans",3000,"SA@Mil 08:00PM ET",7.266,"SA"
"SF","Steve Novak",3000,"SA@Mil 08:00PM ET",0.625,"Mil"
"PF","Mirza Teletovic",3000,"SA@Mil 08:00PM ET",12.162,"Mil"
"PF","Thon Maker",3000,"SA@Mil 08:00PM ET",4.333,"Mil"
"C","Miles Plumlee",3000,"SA@Mil 08:00PM ET",8.103,"Mil"
"PG","Shabazz Napier",3000,"Por@Chi 08:00PM ET",6.346,"Por"
"PG","Michael Carter-Williams",3000,"Por@Chi 08:00PM ET",13.583,"Chi"
"PG","Tim Quarterman",3000,"Por@Chi 08:00PM ET",4.179,"Por"
"SG","R.J. Hunter",3000,"Por@Chi 08:00PM ET",0.417,"Chi"
"SF","Pat Connaughton",3000,"Por@Chi 08:00PM ET",3.222,"Por"
"SF","Denzel Valentine",3000,"Por@Chi 08:00PM ET",5.367,"Chi"
"SF","Paul Zipser",3000,"Por@Chi 08:00PM ET",2.458,"Chi"
"PF","Jake Layman",3000,"Por@Chi 08:00PM ET",6.458,"Por"
"PF","Bobby Portis",3000,"Por@Chi 08:00PM ET",9.794,"Chi"
"PF","Noah Vonleh",3000,"Por@Chi 08:00PM ET",8.206,"Por"
"C","Festus Ezeli",3000,"Por@Chi 08:00PM ET",0,"Por"
"C","Cristiano Felicio",3000,"Por@Chi 08:00PM ET",7.479,"Chi"
"PG/SG","Ian Clark",3000,"Ind@GS 10:30PM ET",11.029,"GS"
"PG","Aaron Brooks",3000,"Ind@GS 10:30PM ET",12.971,"Ind"
"SG/SF","Patrick McCaw",3000,"Ind@GS 10:30PM ET",7.433,"GS"
"SG","Joe Young",3000,"Ind@GS 10:30PM ET",4.875,"Ind"
"PF","David West",3000,"Ind@GS 10:30PM ET",10.738,"GS"
"PF","Lavoy Allen",3000,"Ind@GS 10:30PM ET",8.275,"Ind"
"PF","James Michael McAdoo",3000,"Ind@GS 10:30PM ET",3.875,"GS"
"PF","Rakeem Christmas",3000,"Ind@GS 10:30PM ET",3.417,"Ind"
"PF","Georges Niang",3000,"Ind@GS 10:30PM ET",2.712,"Ind"
"PF","Kevon Looney",3000,"Ind@GS 10:30PM ET",8.500,"GS"
"C","Anderson Varejao",3000,"Ind@GS 10:30PM ET",5.792,"GS"
"C","JaVale McGee",3000,"Ind@GS 10:30PM ET",8.156,"GS"
"C","Kevin Seraphin",3000,"Ind@GS 10:30PM ET",10.364,"Ind"
"C","Damian Jones",3000,"Ind@GS 10:30PM ET",0,"GS"
"PG","Trey Burke",3000,"Was@Bkn 07:30PM ET",7.393,"Was"
"PG","Yogi Ferrell",3000,"Was@Bkn 07:30PM ET",9.950,"Bkn"
"SG/SF","Kelly Oubre Jr.",3000,"Was@Bkn 07:30PM ET",10.147,"Was"
"SG","Randy Foye",3000,"Was@Bkn 07:30PM ET",13.115,"Bkn"
"SG","Marcus Thornton",3000,"Was@Bkn 07:30PM ET",13.765,"Was"
"SG","Sheldon McClellan",3000,"Was@Bkn 07:30PM ET",7.321,"Was"
"SG","Danuel House",3000,"Was@Bkn 07:30PM ET",1.250,"Was"
"SG","Caris LeVert",3000,"Was@Bkn 07:30PM ET",0,"Bkn"
"PF/C","Luis Scola",3000,"Was@Bkn 07:30PM ET",12.292,"Bkn"
"PF/C","Jason Smith",3000,"Was@Bkn 07:30PM ET",6.662,"Was"
"PF","Andrew Nicholson",3000,"Was@Bkn 07:30PM ET",7.833,"Was"
"PF","Chris McCullough",3000,"Was@Bkn 07:30PM ET",5.167,"Bkn"
"C","Ian Mahinmi",3000,"Was@Bkn 07:30PM ET",5.250,"Was"
"C","Daniel Ochefu",3000,"Was@Bkn 07:30PM ET",1.750,"Was"
"PG","Bobby Brown",3000,"Bos@Hou 08:00PM ET",0.667,"Hou"
"PG","Demetrius Jackson",3000,"Bos@Hou 08:00PM ET",5.750,"Bos"
"PG","Terry Rozier",3000,"Bos@Hou 08:00PM ET",14.688,"Bos"
"PG","Tyler Ennis",3000,"Bos@Hou 08:00PM ET",6.161,"Hou"
"SG","Gerald Green",3000,"Bos@Hou 08:00PM ET",8.727,"Bos"
"SG","K.J. McDaniels",3000,"Bos@Hou 08:00PM ET",8.346,"Hou"
"SG","James Young",3000,"Bos@Hou 08:00PM ET",3.523,"Bos"
"SF","Corey Brewer",3000,"Bos@Hou 08:00PM ET",9.438,"Hou"
"SF","Jaylen Brown",3000,"Bos@Hou 08:00PM ET",9.975,"Bos"
"PF","Jonas Jerebko",3000,"Bos@Hou 08:00PM ET",12.238,"Bos"
"PF","Kyle Wiltjer",3000,"Bos@Hou 08:00PM ET",1.563,"Hou"
"PF","Jordan Mickey",3000,"Bos@Hou 08:00PM ET",5.000,"Bos"
"C","Nene Hilario",3000,"Bos@Hou 08:00PM ET",14.844,"Hou"
"C","Tyler Zeller",3000,"Bos@Hou 08:00PM ET",12.575,"Bos"
"C","Chinanu Onuaku",3000,"Bos@Hou 08:00PM ET",0,"Hou"
"PG","Devin Harris",3000,"Cha@Dal 08:30PM ET",8.000,"Dal"
"PG","Brian Roberts",3000,"Cha@Dal 08:30PM ET",3.000,"Cha"
"PG","Aaron Harrison",3000,"Cha@Dal 08:30PM ET",1.625,"Cha"
"SG","Nicolas Brussino",3000,"Cha@Dal 08:30PM ET",5.717,"Dal"
"SF","Dorian Finney-Smith",3000,"Cha@Dal 08:30PM ET",9.347,"Dal"
"SF","Treveon Graham",3000,"Cha@Dal 08:30PM ET",4.500,"Cha"
"PF","Christian Wood",3000,"Cha@Dal 08:30PM ET",2.500,"Cha"
"C","Roy Hibbert",3000,"Cha@Dal 08:30PM ET",13.550,"Cha"
"C","A.J. Hammons",3000,"Cha@Dal 08:30PM ET",3.719,"Dal"
"PG","T.J. McConnell",3000,"Den@Phi 07:00PM ET",14.563,"Phi"
"PG","Malik Beasley",3000,"Den@Phi 07:00PM ET",4.611,"Den"
"SG/SF","Hollis Thompson",3000,"Den@Phi 07:00PM ET",13.925,"Phi"
"SG","Mike Miller",3000,"Den@Phi 07:00PM ET",5.250,"Den"
"SG","Timothe Luwawu-Cabarrot",3000,"Den@Phi 07:00PM ET",4.327,"Phi"
"SF","Alonzo Gee",3000,"Den@Phi 07:00PM ET",5.111,"Den"
"SF","Ben Simmons",3000,"Den@Phi 07:00PM ET",0,"Phi"
"PF/C","Juancho Hernangomez",3000,"Den@Phi 07:00PM ET",8.484,"Den"
"PF","Darrell Arthur",3000,"Den@Phi 07:00PM ET",9.321,"Den"
"PG","Mo Williams",3000,"Cle@Tor 07:30PM ET",0,"Cle"
"PG","Fred VanVleet",3000,"Cle@Tor 07:30PM ET",3.050,"Tor"
"PG","Delon Wright",3000,"Cle@Tor 07:30PM ET",0,"Tor"
"PG","Kay Felder",3000,"Cle@Tor 07:30PM ET",6.714,"Cle"
"SG/SF","Mike Dunleavy",3000,"Cle@Tor 07:30PM ET",8.750,"Cle"
"SG","James Jones",3000,"Cle@Tor 07:30PM ET",4.325,"Cle"
"SG","DeAndre Liggins",3000,"Cle@Tor 07:30PM ET",5.325,"Cle"
"SG","Jordan McRae",3000,"Cle@Tor 07:30PM ET",7.091,"Cle"
"SF","Richard Jefferson",3000,"Cle@Tor 07:30PM ET",10.167,"Cle"
"SF","Bruno Caboclo",3000,"Cle@Tor 07:30PM ET",5.333,"Tor"
"PF","Pascal Siakam",3000,"Cle@Tor 07:30PM ET",13.863,"Tor"
"C","Chris Andersen",3000,"Cle@Tor 07:30PM ET",7.813,"Cle"
"C","Jared Sullinger",3000,"Cle@Tor 07:30PM ET",0,"Tor"
"C","Jakob Poeltl",3000,"Cle@Tor 07:30PM ET",9.932,"Tor"
"PG","Langston Galloway",3000,"Mem@NO 08:00PM ET",16.440,"NO"
"SG","Buddy Hield",3000,"Mem@NO 08:00PM ET",12.583,"NO"
"SF/PF","Dante Cunningham",3000,"Mem@NO 08:00PM ET",14.183,"NO"
"SF","Quincy Pondexter",3000,"Mem@NO 08:00PM ET",0,"NO"
"SF","Anthony Brown",3000,"Mem@NO 08:00PM ET",8.643,"NO"
"PF","Brandan Wright",3000,"Mem@NO 08:00PM ET",0,"Mem"
"PF","Cheick Diallo",3000,"Mem@NO 08:00PM ET",1.625,"NO"
"C","Alexis Ajinca",3000,"Mem@NO 08:00PM ET",8.750,"NO"
"C","Omer Asik",3000,"Mem@NO 08:00PM ET",13.179,"NO"
"C","Deyonta Davis",3000,"Mem@NO 08:00PM ET",6.147,"Mem"
"PG","Marcelo Huertas",3000,"Uta@LAL 10:30PM ET",7.194,"LAL"
"PG","Raul Neto",3000,"Uta@LAL 10:30PM ET",2.250,"Uta"
"SG","Alec Burks",3000,"Uta@LAL 10:30PM ET",0,"Uta"
"SF","Metta World Peace",3000,"Uta@LAL 10:30PM ET",3.813,"LAL"
"PF/C","Boris Diaw",3000,"Uta@LAL 10:30PM ET",8.958,"Uta"
"PF","Thomas Robinson",3000,"Uta@LAL 10:30PM ET",7.288,"LAL"
"PF","Joel Bolomboy",3000,"Uta@LAL 10:30PM ET",3.143,"Uta"
"C","Jeff Withey",3000,"Uta@LAL 10:30PM ET",8.044,"Uta"
"C","Tarik Black",3000,"Uta@LAL 10:30PM ET",14.784,"LAL"
