"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SG/SF","Evan Turner",4800,"Por@Ind 07:00PM ET",20.573,"Por"
"PG","Patty Mills",4800,"Bkn@SA 08:30PM ET",21.207,"SA"
"SF","Wayne Ellington",4700,"Mia@Chi 08:00PM ET",22.786,"Mia"
"PG/SG","Darren Collison",4700,"Sac@Uta 09:00PM ET",25.339,"Sac"
"PF","Thaddeus Young",4700,"Por@Ind 07:00PM ET",23.793,"Ind"
"C","Robin Lopez",4600,"Mia@Chi 08:00PM ET",24.625,"Chi"
"PG","Andrew Harrison",4600,"GS@Mem 08:00PM ET",18.565,"Mem"
"SG","Tony Allen",4600,"GS@Mem 08:00PM ET",21.074,"Mem"
"PG","Elfrid Payton",4600,"Den@Orl 07:00PM ET",26.417,"Orl"
"PF/C","Kenneth Faried",4600,"Den@Orl 07:00PM ET",24.659,"Den"
"PF","Terrence Jones",4600,"NO@LAC 10:30PM ET",22.364,"NO"
"PF","James Johnson",4500,"Mia@Chi 08:00PM ET",21.763,"Mia"
"SG","Seth Curry",4500,"Dal@Hou 08:00PM ET",19.458,"Dal"
"C","Greg Monroe",4400,"Mil@Was 07:00PM ET",24.588,"Mil"
"C","John Henson",4400,"Mil@Was 07:00PM ET",19.724,"Mil"
"SG","Troy Daniels",4400,"GS@Mem 08:00PM ET",14.500,"Mem"
"PG/SG","Jamal Murray",4400,"Den@Orl 07:00PM ET",18.011,"Den"
"SF","Michael Kidd-Gilchrist",4400,"Cha@Cle 07:30PM ET",23.955,"Cha"
"SF","Joe Ingles",4400,"Sac@Uta 09:00PM ET",13.010,"Uta"
"PG/SG","Langston Galloway",4400,"NO@LAC 10:30PM ET",17.739,"NO"
"SG","J.J. Redick",4400,"NO@LAC 10:30PM ET",21.102,"LAC"
"PF","Marvin Williams",4300,"Cha@Cle 07:30PM ET",21.294,"Cha"
"C","Jusuf Nurkic",4200,"Den@Orl 07:00PM ET",23.543,"Den"
"PF/C","Trey Lyles",4200,"Sac@Uta 09:00PM ET",18.427,"Uta"
"SG","Jamal Crawford",4200,"NO@LAC 10:30PM ET",19.152,"LAC"
"C","Cody Zeller",4100,"Cha@Cle 07:30PM ET",22.450,"Cha"
"SG","Monta Ellis",4100,"Por@Ind 07:00PM ET",21.967,"Ind"
"PF/C","Josh McRoberts",4000,"Mia@Chi 08:00PM ET",13.393,"Mia"
"PG/SG","Matthew Dellavedova",4000,"Mil@Was 07:00PM ET",21.726,"Mil"
"SG","Gary Harris",4000,"Den@Orl 07:00PM ET",19.400,"Den"
"SF/PF","Aaron Gordon",4000,"Den@Orl 07:00PM ET",20.417,"Orl"
"C","Andrew Bogut",4000,"Dal@Hou 08:00PM ET",22.188,"Dal"
"PF","Frank Kaminsky",4000,"Cha@Cle 07:30PM ET",22.738,"Cha"
"SF/PF","Matt Barnes",4000,"Sac@Uta 09:00PM ET",19.690,"Sac"
"SG/SF","C.J. Miles",4000,"Por@Ind 07:00PM ET",20.868,"Ind"
"PF","Al-Farouq Aminu",4000,"Por@Ind 07:00PM ET",20.205,"Por"
"PG","Tony Parker",4000,"Bkn@SA 08:30PM ET",18.417,"SA"
"SG/SF","Bojan Bogdanovic",4000,"Bkn@SA 08:30PM ET",22.310,"Bkn"
"SG","Rodney McGruder",3900,"Mia@Chi 08:00PM ET",15.489,"Mia"
"SF/PF","Nikola Mirotic",3900,"Mia@Chi 08:00PM ET",20.875,"Chi"
"SF","Troy Williams",3900,"GS@Mem 08:00PM ET",11.013,"Mem"
"SF","Sam Dekker",3900,"Dal@Hou 08:00PM ET",15.120,"Hou"
"SF","Chandler Parsons",3800,"GS@Mem 08:00PM ET",13.750,"Mem"
"SG/SF","Allen Crabbe",3800,"Por@Ind 07:00PM ET",16.906,"Por"
"SF","Solomon Hill",3800,"NO@LAC 10:30PM ET",16.054,"NO"
"C","Justin Hamilton",3800,"Bkn@SA 08:30PM ET",15.738,"Bkn"
"SG","Vince Carter",3700,"GS@Mem 08:00PM ET",19.583,"Mem"
"PG","D.J. Augustin",3700,"Den@Orl 07:00PM ET",16.302,"Orl"
"SF/PF","Jeff Green",3700,"Den@Orl 07:00PM ET",16.315,"Orl"
"PF/C","Boris Diaw",3700,"Sac@Uta 09:00PM ET",11.400,"Uta"
"SF","Glenn Robinson III",3700,"Por@Ind 07:00PM ET",12.429,"Ind"
"SG","E'Twaun Moore",3700,"NO@LAC 10:30PM ET",20.550,"NO"
"PF/C","Marreese Speights",3700,"NO@LAC 10:30PM ET",17.457,"LAC"
"PG","Jerian Grant",3600,"Mia@Chi 08:00PM ET",9.400,"Chi"
"C","Willie Reed",3600,"Mia@Chi 08:00PM ET",10.188,"Mia"
"SG/SF","James Ennis",3600,"GS@Mem 08:00PM ET",19.929,"Mem"
"C","Salah Mejri",3600,"Dal@Hou 08:00PM ET",10.097,"Dal"
"SG/SF","Jeremy Lamb",3600,"Cha@Cle 07:30PM ET",19.333,"Cha"
"SG","J.R. Smith",3600,"Cha@Cle 07:30PM ET",17.031,"Cle"
"SG","Marco Belinelli",3600,"Cha@Cle 07:30PM ET",19.174,"Cha"
"SG","Manu Ginobili",3600,"Bkn@SA 08:30PM ET",17.342,"SA"
"SG","Danny Green",3600,"Bkn@SA 08:30PM ET",17.417,"SA"
"SF","Joe Harris",3600,"Bkn@SA 08:30PM ET",17.310,"Bkn"
"PG","Tomas Satoransky",3500,"Mil@Was 07:00PM ET",10.417,"Was"
"PG/SG","Iman Shumpert",3500,"Cha@Cle 07:30PM ET",15.175,"Cle"
"PF","Channing Frye",3500,"Cha@Cle 07:30PM ET",18.267,"Cle"
"PG/SG","Rodney Stuckey",3500,"Por@Ind 07:00PM ET",16.154,"Ind"
"C","Ed Davis",3500,"Por@Ind 07:00PM ET",13.542,"Por"
"SG","Buddy Hield",3500,"NO@LAC 10:30PM ET",12.826,"NO"
"SF","Rondae Hollis-Jefferson",3500,"Bkn@SA 08:30PM ET",18.611,"Bkn"
"PF","David Lee",3500,"Bkn@SA 08:30PM ET",15.870,"SA"
"SF/PF","Michael Beasley",3400,"Mil@Was 07:00PM ET",16.000,"Mil"
"SF","Andre Iguodala",3400,"GS@Mem 08:00PM ET",17.576,"GS"
"PG","Ty Lawson",3400,"Sac@Uta 09:00PM ET",19.148,"Sac"
"PG","Isaiah Whitehead",3400,"Bkn@SA 08:30PM ET",15.647,"Bkn"
"SF","Doug McDermott",3300,"Mia@Chi 08:00PM ET",16.850,"Chi"
"SG/SF","Tony Snell",3300,"Mil@Was 07:00PM ET",16.725,"Mil"
"C","Zaza Pachulia",3300,"GS@Mem 08:00PM ET",16.848,"GS"
"C","Montrezl Harrell",3300,"Dal@Hou 08:00PM ET",12.875,"Hou"
"PG","Ramon Sessions",3300,"Cha@Cle 07:30PM ET",13.239,"Cha"
"PG","Dante Exum",3300,"Sac@Uta 09:00PM ET",12.772,"Uta"
"C","Al Jefferson",3300,"Por@Ind 07:00PM ET",15.087,"Ind"
"PG/SG","Malcolm Brogdon",3200,"Mil@Was 07:00PM ET",16.810,"Mil"
"PG","Shaun Livingston",3200,"GS@Mem 08:00PM ET",10.489,"GS"
"PG","Wade Baldwin IV",3200,"GS@Mem 08:00PM ET",11.544,"Mem"
"PF","Darrell Arthur",3200,"Den@Orl 07:00PM ET",10.775,"Den"
"SG/SF","Justin Anderson",3200,"Dal@Hou 08:00PM ET",16.345,"Dal"
"PG","Austin Rivers",3200,"NO@LAC 10:30PM ET",14.707,"LAC"
"SG/SF","Raymond Felton",3200,"NO@LAC 10:30PM ET",11.250,"LAC"
"SF","Luc Richard Mbah a Moute",3200,"NO@LAC 10:30PM ET",12.935,"LAC"
"SG","Kyle Anderson",3200,"Bkn@SA 08:30PM ET",9.150,"SA"
"C","Dewayne Dedmon",3100,"Bkn@SA 08:30PM ET",14.838,"SA"
"PG","Michael Carter-Williams",3000,"Mia@Chi 08:00PM ET",13.583,"Chi"
"SG","Isaiah Canaan",3000,"Mia@Chi 08:00PM ET",12.318,"Chi"
"SG","R.J. Hunter",3000,"Mia@Chi 08:00PM ET",0.417,"Chi"
"SF/PF","Luke Babbitt",3000,"Mia@Chi 08:00PM ET",8.355,"Mia"
"SF","Derrick Williams",3000,"Mia@Chi 08:00PM ET",11.750,"Mia"
"SF","Denzel Valentine",3000,"Mia@Chi 08:00PM ET",5.438,"Chi"
"SF","Paul Zipser",3000,"Mia@Chi 08:00PM ET",2.458,"Chi"
"PF","Chris Bosh",3000,"Mia@Chi 08:00PM ET",0,"Mia"
"PF","Udonis Haslem",3000,"Mia@Chi 08:00PM ET",3.143,"Mia"
"PF","Bobby Portis",3000,"Mia@Chi 08:00PM ET",9.708,"Chi"
"C","Cristiano Felicio",3000,"Mia@Chi 08:00PM ET",8.571,"Chi"
"PG","Jason Terry",3000,"Mil@Was 07:00PM ET",7.953,"Mil"
"PG","Trey Burke",3000,"Mil@Was 07:00PM ET",7.868,"Was"
"SG/SF","Kelly Oubre Jr.",3000,"Mil@Was 07:00PM ET",11.113,"Was"
"SG","Marcus Thornton",3000,"Mil@Was 07:00PM ET",14.600,"Was"
"SG","Khris Middleton",3000,"Mil@Was 07:00PM ET",0,"Mil"
"SG","Sheldon McClellan",3000,"Mil@Was 07:00PM ET",7.321,"Was"
"SG","Danuel House",3000,"Mil@Was 07:00PM ET",1.250,"Was"
"SG","Rashad Vaughn",3000,"Mil@Was 07:00PM ET",8.591,"Mil"
"SF","Steve Novak",3000,"Mil@Was 07:00PM ET",0.625,"Mil"
"PF/C","Jason Smith",3000,"Mil@Was 07:00PM ET",6.800,"Was"
"PF","Andrew Nicholson",3000,"Mil@Was 07:00PM ET",6.517,"Was"
"PF","Mirza Teletovic",3000,"Mil@Was 07:00PM ET",12.458,"Mil"
"PF","Thon Maker",3000,"Mil@Was 07:00PM ET",4.333,"Mil"
"C","Ian Mahinmi",3000,"Mil@Was 07:00PM ET",5.250,"Was"
"C","Miles Plumlee",3000,"Mil@Was 07:00PM ET",8.029,"Mil"
"C","Daniel Ochefu",3000,"Mil@Was 07:00PM ET",1.750,"Was"
"PG/SG","Ian Clark",3000,"GS@Mem 08:00PM ET",11.625,"GS"
"PG","Toney Douglas",3000,"GS@Mem 08:00PM ET",8.417,"Mem"
"SG/SF","Patrick McCaw",3000,"GS@Mem 08:00PM ET",8.264,"GS"
"PF","David West",3000,"GS@Mem 08:00PM ET",11.043,"GS"
"PF","Brandan Wright",3000,"GS@Mem 08:00PM ET",0,"Mem"
"PF","James Michael McAdoo",3000,"GS@Mem 08:00PM ET",3.700,"GS"
"PF","Jarell Martin",3000,"GS@Mem 08:00PM ET",10.576,"Mem"
"PF","Kevon Looney",3000,"GS@Mem 08:00PM ET",8.363,"GS"
"C","Anderson Varejao",3000,"GS@Mem 08:00PM ET",5.792,"GS"
"C","JaVale McGee",3000,"GS@Mem 08:00PM ET",9.211,"GS"
"C","Damian Jones",3000,"GS@Mem 08:00PM ET",0,"GS"
"C","Deyonta Davis",3000,"GS@Mem 08:00PM ET",5.855,"Mem"
"PG/SG","C.J. Watson",3000,"Den@Orl 07:00PM ET",6.224,"Orl"
"PG","Malik Beasley",3000,"Den@Orl 07:00PM ET",4.611,"Den"
"SG","Mike Miller",3000,"Den@Orl 07:00PM ET",5.250,"Den"
"SG","Jodie Meeks",3000,"Den@Orl 07:00PM ET",15.950,"Orl"
"SG","C.J. Wilcox",3000,"Den@Orl 07:00PM ET",2.625,"Orl"
"SF","Alonzo Gee",3000,"Den@Orl 07:00PM ET",4.182,"Den"
"SF","Damjan Rudez",3000,"Den@Orl 07:00PM ET",4.288,"Orl"
"SF","Mario Hezonja",3000,"Den@Orl 07:00PM ET",7.350,"Orl"
"PF","Arinze Onuaku",3000,"Den@Orl 07:00PM ET",1.750,"Orl"
"PF","Stephen Zimmerman Jr.",3000,"Den@Orl 07:00PM ET",4.250,"Orl"
"PF","Juancho Hernangomez",3000,"Den@Orl 07:00PM ET",8.111,"Den"
"PG","Devin Harris",3000,"Dal@Hou 08:00PM ET",10.125,"Dal"
"PG","Tyler Ennis",3000,"Dal@Hou 08:00PM ET",5.850,"Hou"
"SG/SF","Corey Brewer",3000,"Dal@Hou 08:00PM ET",9.587,"Hou"
"SG","Jonathan Gibson",3000,"Dal@Hou 08:00PM ET",15.886,"Dal"
"SG","Nicolas Brussino",3000,"Dal@Hou 08:00PM ET",5.985,"Dal"
"SF","K.J. McDaniels",3000,"Dal@Hou 08:00PM ET",8.071,"Hou"
"SF","Dorian Finney-Smith",3000,"Dal@Hou 08:00PM ET",10.298,"Dal"
"PF","Kyle Wiltjer",3000,"Dal@Hou 08:00PM ET",1.563,"Hou"
"C","Nene Hilario",3000,"Dal@Hou 08:00PM ET",14.816,"Hou"
"C","A.J. Hammons",3000,"Dal@Hou 08:00PM ET",4.444,"Dal"
"C","Chinanu Onuaku",3000,"Dal@Hou 08:00PM ET",0,"Hou"
"PG","Mo Williams",3000,"Cha@Cle 07:30PM ET",0,"Cle"
"PG","Brian Roberts",3000,"Cha@Cle 07:30PM ET",2.333,"Cha"
"PG","Aaron Harrison",3000,"Cha@Cle 07:30PM ET",1.625,"Cha"
"PG","Kay Felder",3000,"Cha@Cle 07:30PM ET",7.111,"Cle"
"SG/SF","Mike Dunleavy",3000,"Cha@Cle 07:30PM ET",8.294,"Cle"
"SG","James Jones",3000,"Cha@Cle 07:30PM ET",4.813,"Cle"
"SG","DeAndre Liggins",3000,"Cha@Cle 07:30PM ET",7.615,"Cle"
"SG","Jordan McRae",3000,"Cha@Cle 07:30PM ET",7.083,"Cle"
"SF","Richard Jefferson",3000,"Cha@Cle 07:30PM ET",9.881,"Cle"
"SF","Treveon Graham",3000,"Cha@Cle 07:30PM ET",4.625,"Cha"
"PF/C","Spencer Hawes",3000,"Cha@Cle 07:30PM ET",16.369,"Cha"
"PF","Christian Wood",3000,"Cha@Cle 07:30PM ET",2.500,"Cha"
"C","Chris Andersen",3000,"Cha@Cle 07:30PM ET",8.475,"Cle"
"C","Roy Hibbert",3000,"Cha@Cle 07:30PM ET",13.681,"Cha"
"PG/SG","Garrett Temple",3000,"Sac@Uta 09:00PM ET",14.557,"Sac"
"PG","Raul Neto",3000,"Sac@Uta 09:00PM ET",2.650,"Uta"
"SG","Arron Afflalo",3000,"Sac@Uta 09:00PM ET",13.975,"Sac"
"SG","Alec Burks",3000,"Sac@Uta 09:00PM ET",0,"Uta"
"SG","Ben McLemore",3000,"Sac@Uta 09:00PM ET",10.456,"Sac"
"SG","Malachi Richardson",3000,"Sac@Uta 09:00PM ET",1.750,"Sac"
"SF","Omri Casspi",3000,"Sac@Uta 09:00PM ET",12.904,"Sac"
"PF","Anthony Tolliver",3000,"Sac@Uta 09:00PM ET",7.225,"Sac"
"PF","Joel Bolomboy",3000,"Sac@Uta 09:00PM ET",3.143,"Uta"
"PF","Skal Labissiere",3000,"Sac@Uta 09:00PM ET",11.750,"Sac"
"C","Kosta Koufos",3000,"Sac@Uta 09:00PM ET",14.455,"Sac"
"C","Jeff Withey",3000,"Sac@Uta 09:00PM ET",7.850,"Uta"
"C","Willie Cauley-Stein",3000,"Sac@Uta 09:00PM ET",9.111,"Sac"
"C","Georgios Papagiannis",3000,"Sac@Uta 09:00PM ET",2.750,"Sac"
"PG","Aaron Brooks",3000,"Por@Ind 07:00PM ET",12.075,"Ind"
"PG","Shabazz Napier",3000,"Por@Ind 07:00PM ET",6.346,"Por"
"PG","Tim Quarterman",3000,"Por@Ind 07:00PM ET",4.179,"Por"
"SG","Joe Young",3000,"Por@Ind 07:00PM ET",5.917,"Ind"
"SF","Pat Connaughton",3000,"Por@Ind 07:00PM ET",3.222,"Por"
"PF","Lavoy Allen",3000,"Por@Ind 07:00PM ET",8.274,"Ind"
"PF","Meyers Leonard",3000,"Por@Ind 07:00PM ET",12.557,"Por"
"PF","Rakeem Christmas",3000,"Por@Ind 07:00PM ET",3.417,"Ind"
"PF","Georges Niang",3000,"Por@Ind 07:00PM ET",2.712,"Ind"
"PF","Jake Layman",3000,"Por@Ind 07:00PM ET",6.212,"Por"
"PF","Noah Vonleh",3000,"Por@Ind 07:00PM ET",7.806,"Por"
"C","Festus Ezeli",3000,"Por@Ind 07:00PM ET",0,"Por"
"C","Kevin Seraphin",3000,"Por@Ind 07:00PM ET",10.792,"Ind"
"SG","Alan Anderson",3000,"NO@LAC 10:30PM ET",4.417,"LAC"
"SF/PF","Dante Cunningham",3000,"NO@LAC 10:30PM ET",14.050,"NO"
"SF","Paul Pierce",3000,"NO@LAC 10:30PM ET",7.500,"LAC"
"SF","Wesley Johnson",3000,"NO@LAC 10:30PM ET",9.044,"LAC"
"SF","Quincy Pondexter",3000,"NO@LAC 10:30PM ET",0,"NO"
"SF","Anthony Brown",3000,"NO@LAC 10:30PM ET",9.778,"NO"
"PF/C","Brandon Bass",3000,"NO@LAC 10:30PM ET",6.396,"LAC"
"PF","Brice Johnson",3000,"NO@LAC 10:30PM ET",0,"LAC"
"PF","Cheick Diallo",3000,"NO@LAC 10:30PM ET",1.625,"NO"
"C","Alexis Ajinca",3000,"NO@LAC 10:30PM ET",10.205,"NO"
"C","Omer Asik",3000,"NO@LAC 10:30PM ET",13.380,"NO"
"C","Diamond Stone",3000,"NO@LAC 10:30PM ET",3.750,"LAC"
"PG/SG","Randy Foye",3000,"Bkn@SA 08:30PM ET",12.400,"Bkn"
"PG","Spencer Dinwiddie",3000,"Bkn@SA 08:30PM ET",0,"Bkn"
"PG","Nicolas Laprovittola",3000,"Bkn@SA 08:30PM ET",7.635,"SA"
"PG","Bryn Forbes",3000,"Bkn@SA 08:30PM ET",1.900,"SA"
"PG","Dejounte Murray",3000,"Bkn@SA 08:30PM ET",2.773,"SA"
"SG/SF","Jonathon Simmons",3000,"Bkn@SA 08:30PM ET",13.435,"SA"
"SG","Caris LeVert",3000,"Bkn@SA 08:30PM ET",11.000,"Bkn"
"SF/PF","Davis Bertans",3000,"Bkn@SA 08:30PM ET",6.722,"SA"
"SF","Anthony Bennett",3000,"Bkn@SA 08:30PM ET",10.554,"Bkn"
"PF/C","Luis Scola",3000,"Bkn@SA 08:30PM ET",12.222,"Bkn"
"PF","Chris McCullough",3000,"Bkn@SA 08:30PM ET",5.167,"Bkn"
