"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SF/PF","Lance Thomas",3000,"NY@Was 07:00PM ET",8.781,"NY"
"SF","Mindaugas Kuzminskas",3000,"NY@Was 07:00PM ET",7.625,"NY"
"PF/C","Jason Smith",3000,"NY@Was 07:00PM ET",5.972,"Was"
"PF/C","Kyle O'Quinn",3000,"NY@Was 07:00PM ET",12.545,"NY"
"PF","Andrew Nicholson",3000,"NY@Was 07:00PM ET",9.607,"Was"
"PF","Maurice Ndour",3000,"NY@Was 07:00PM ET",6.708,"NY"
"C","Ian Mahinmi",3000,"NY@Was 07:00PM ET",0,"Was"
"C","Marshall Plumlee",3000,"NY@Was 07:00PM ET",0,"NY"
"C","Daniel Ochefu",3000,"NY@Was 07:00PM ET",1.750,"Was"
"C","Guillermo Hernangomez",3000,"NY@Was 07:00PM ET",10.813,"NY"
"PG","Bobby Brown",3000,"Por@Hou 08:00PM ET",0.250,"Hou"
"PG","Shabazz Napier",3000,"Por@Hou 08:00PM ET",6.893,"Por"
"PG","Tim Quarterman",3000,"Por@Hou 08:00PM ET",4.125,"Por"
"PG","Tyler Ennis",3000,"Por@Hou 08:00PM ET",7.432,"Hou"
"SG","K.J. McDaniels",3000,"Por@Hou 08:00PM ET",9.425,"Hou"
"SF","Corey Brewer",3000,"Por@Hou 08:00PM ET",9.114,"Hou"
"SF","Pat Connaughton",3000,"Por@Hou 08:00PM ET",5.250,"Por"
"SF","Sam Dekker",3000,"Por@Hou 08:00PM ET",13.523,"Hou"
"PF/C","Montrezl Harrell",3000,"Por@Hou 08:00PM ET",12.950,"Hou"
"PF","Kyle Wiltjer",3000,"Por@Hou 08:00PM ET",0.500,"Hou"
"PF","Jake Layman",3000,"Por@Hou 08:00PM ET",10.800,"Por"
"PF","Noah Vonleh",3000,"Por@Hou 08:00PM ET",8.917,"Por"
"C","Nene Hilario",3000,"Por@Hou 08:00PM ET",15.475,"Hou"
"C","Festus Ezeli",3000,"Por@Hou 08:00PM ET",0,"Por"
"C","Ed Davis",3000,"Por@Hou 08:00PM ET",9.583,"Por"
"C","Chinanu Onuaku",3000,"Por@Hou 08:00PM ET",0,"Hou"
"PG","Jason Terry",3000,"Mil@Mia 07:30PM ET",6.500,"Mil"
"SG","Wayne Ellington",3000,"Mil@Mia 07:30PM ET",0,"Mia"
"SG","Khris Middleton",3000,"Mil@Mia 07:30PM ET",0,"Mil"
"SG","Rashad Vaughn",3000,"Mil@Mia 07:30PM ET",11.969,"Mil"
"SF/PF","Michael Beasley",3000,"Mil@Mia 07:30PM ET",12.375,"Mil"
"SF","Steve Novak",3000,"Mil@Mia 07:30PM ET",0.000,"Mil"
"PF","Chris Bosh",3000,"Mil@Mia 07:30PM ET",0,"Mia"
"PF","Udonis Haslem",3000,"Mil@Mia 07:30PM ET",4.250,"Mia"
"PF","Luke Babbitt",3000,"Mil@Mia 07:30PM ET",9.375,"Mia"
"PF","Mirza Teletovic",3000,"Mil@Mia 07:30PM ET",12.325,"Mil"
"PF","Thon Maker",3000,"Mil@Mia 07:30PM ET",6.250,"Mil"
"C","Josh McRoberts",3000,"Mil@Mia 07:30PM ET",8.333,"Mia"
"C","Miles Plumlee",3000,"Mil@Mia 07:30PM ET",9.050,"Mil"
"PG","Michael Carter-Williams",3000,"Chi@Uta 10:30PM ET",13.583,"Chi"
"PG","Raul Neto",3000,"Chi@Uta 10:30PM ET",1.250,"Uta"
"PG","Dante Exum",3000,"Chi@Uta 10:30PM ET",13.229,"Uta"
"SG/SF","Denzel Valentine",3000,"Chi@Uta 10:30PM ET",4.286,"Chi"
"SG","Alec Burks",3000,"Chi@Uta 10:30PM ET",0,"Uta"
"SG","R.J. Hunter",3000,"Chi@Uta 10:30PM ET",0.000,"Chi"
"SF","Paul Zipser",3000,"Chi@Uta 10:30PM ET",2.950,"Chi"
"PF/C","Boris Diaw",3000,"Chi@Uta 10:30PM ET",5.375,"Uta"
"PF","Joel Bolomboy",3000,"Chi@Uta 10:30PM ET",3.750,"Uta"
"PF","Bobby Portis",3000,"Chi@Uta 10:30PM ET",10.450,"Chi"
"C","Jeff Withey",3000,"Chi@Uta 10:30PM ET",5.375,"Uta"
"C","Cristiano Felicio",3000,"Chi@Uta 10:30PM ET",8.500,"Chi"
